created_at,order_number,sku,qty_ordered
"2017-10-25 07:10:12",2001687,BM9K1J7,15000.0000
"2017-10-26 05:23:07",2001703,BM9J8K2,30.0000
"2017-10-26 05:23:07",2001703,BM9J8K3,20.0000
"2017-10-26 05:23:07",2001703,BM9J8K4,20.0000
"2017-10-25 12:40:48",2001694,BM9J2U3,4.0000
"2017-10-25 12:40:48",2001694,BM9J2U4,2.0000
"2017-10-25 12:40:48",2001694,BM9J2U5,2.0000
"2017-10-25 12:40:48",2001694,BM9J2U6,6.0000
"2017-10-25 12:40:48",2001694,BM9J2U7,2.0000
"2017-10-25 12:40:48",2001694,BM9J2U8,1.0000
"2017-10-25 10:16:13",2001692,BM0C7Q4,6.0000
"2017-10-25 11:16:54",2001693,BM9J8P4,200.0000
"2017-10-25 12:44:38",2001695,BM9K1D6,2.0000
"2017-10-25 12:58:05",2001696,BM9J2U9,1.0000
"2017-10-25 12:58:05",2001696,BM9J2V1,3.0000
"2017-10-25 12:58:05",2001696,BM9C4L6,1.0000
"2017-10-26 05:06:35",2001702,BM9K1E6,10.0000
"2017-10-26 10:33:09",2001705,BM9J8M5,2.0000
"2017-10-26 07:37:42",2001704,BM9K1F3,150.0000
"2017-10-26 07:37:42",2001704,BM9K1F4,150.0000
"2017-10-26 07:37:42",2001704,BM9K1F5,100.0000
"2017-10-26 11:17:02",2001708,BM9K1F1,1.0000
"2017-10-26 11:04:07",2001707,BM9F4W7,100.0000
"2017-10-26 11:04:07",2001707,BM9F4W8,600.0000
"2017-10-26 11:04:07",2001707,BM9F4W9,100.0000
"2017-10-26 11:04:07",2001707,BM9G6L5,552.0000
"2017-10-26 11:04:07",2001707,BM9F4X4,200.0000
"2017-10-26 10:56:08",2001706,BM9K1M9,1.0000
"2017-10-27 06:46:27",2001719,BM9C1E6,100.0000
"2017-10-27 06:46:27",2001719,BM9J9E3,100.0000
"2017-10-26 12:36:40",2001710,BM9K2B1,1.0000
"2017-10-26 15:54:41",2001712,BM9J8Y1,10.0000
"2017-10-26 15:54:41",2001712,BM9J8Y3,5.0000
"2017-10-27 05:50:54",2001717,BM9J8R2,2.0000
"2017-10-27 05:50:54",2001717,BM9J8R3,5.0000
"2017-10-27 06:55:04",2001720,BM9H5Y6,630.0000
"2017-10-27 07:28:42",2001721,BM0W7R2,1.0000
"2017-10-27 07:28:42",2001721,BM9J2H8,1.0000
"2017-10-27 07:28:42",2001721,BM9J2H9,2.0000
"2017-10-27 12:04:02",2001723,BM0C9C7,2.0000
"2017-10-27 12:04:02",2001723,BM9C4L6,1.0000
"2017-10-28 06:20:40",2001730,BM9J2N4,15.0000
"2017-10-28 06:20:40",2001730,BM9J2S4,15.0000
"2017-10-27 12:41:07",2001724,BM9G9P2,3.0000
"2017-10-27 13:08:23",2001725,BM3X5A6,4.0000
"2017-10-27 13:08:23",2001725,BM3X5A7,3.0000
"2017-10-27 13:08:23",2001725,BM3X5A9,4.0000
"2017-10-27 13:08:23",2001725,BM3X5B0,2.0000
"2017-10-27 13:08:23",2001725,BM9G8E7,30.0000
"2017-10-27 13:08:23",2001725,BM3X5A8,4.0000
"2017-10-27 18:15:53",2001727,BM9G8E7,40.0000
"2017-10-28 09:22:21",2001731,BM9D3V6,25000.0000
"2017-10-28 09:26:19",2001732,BM9J8K5,5.0000
"2017-10-28 09:26:19",2001732,BM9J8K6,5.0000
"2017-10-28 09:40:19",2001733,BM9K1K1,2.0000
"2017-10-28 09:40:19",2001733,BM9K1K2,5.0000
"2017-10-28 09:40:19",2001733,BM9K1K3,15.0000
"2017-10-28 09:40:19",2001733,BM9K1K4,15.0000
"2017-10-28 09:40:19",2001733,BM9K1K5,18.0000
"2017-10-28 09:40:19",2001733,BM9K1K6,12.0000
"2017-10-30 05:43:35",2001747,BM3F1R0,4.0000
"2017-10-30 06:00:22",2001748,BM9C7T1,4.0000
"2017-10-30 06:00:22",2001748,BM1G0J3,8.0000
"2017-10-30 06:00:22",2001748,BM0C7U5,4.0000
"2017-10-30 06:00:22",2001748,BM9A5D3,1.0000
"2017-10-30 06:00:22",2001748,BM99992,1.0000
"2017-10-30 07:22:00",2001749,BM0C7A2,4.0000
"2017-10-30 07:22:00",2001749,BM0C8W6,6.0000
"2017-10-30 07:22:00",2001749,BM0C7B2,20.0000
"2017-10-30 07:22:00",2001749,BM0C7J0,2.0000
"2017-10-30 07:22:00",2001749,BM1G0E9,4.0000
"2017-10-30 07:22:00",2001749,BM0O6H8,12.0000
"2017-10-30 11:47:02",2001755,BM0K8R9,600.0000
"2017-10-30 12:25:17",2001756,BM9K2S7,7.0000
"2017-10-30 12:25:17",2001756,BM9K2S8,26.0000
"2017-10-30 12:25:17",2001756,BM9K2S9,28.0000
"2017-10-30 12:25:17",2001756,BM9K2T1,12.0000
"2017-10-30 12:25:17",2001756,BM9K2T2,2.0000
"2017-10-31 07:54:15",2001759,BM9H1C7,1.0000
"2017-10-31 09:19:18",2001760,BM9J2B6,1.0000
"2017-10-31 12:17:14",2001764,BM9D6S6,1.0000
"2017-10-31 12:17:14",2001764,BM9H5A4,1.0000
"2017-10-31 12:17:14",2001764,BM9H5A5,1.0000
"2017-10-31 12:17:14",2001764,BM9E2W1,1.0000
"2017-10-31 12:17:14",2001764,BM9C4L6,1.0000
"2017-10-31 12:17:14",2001764,BM99999,1.0000
"2017-11-01 06:09:12",2001768,BM9J8G5,10.0000
"2017-11-01 10:05:10",2001774,BM9H3T7,9.0000
"2017-11-01 10:05:10",2001774,BM9H3T8,2.0000
"2017-11-01 10:05:10",2001774,BM9H3T9,9.0000
"2017-11-01 10:05:10",2001774,BM9H3U1,2.0000
"2017-11-01 10:05:10",2001774,BM9H3U2,1.0000
"2017-11-01 10:05:10",2001774,BM9H3U3,11.0000
"2017-11-01 10:05:10",2001774,BM9J3V4,9.0000
"2017-11-01 10:05:10",2001774,BM9J3V5,9.0000
"2017-11-01 11:33:09",2001777,BM3B8K2,600.0000
"2017-11-01 11:33:09",2001777,BM9G1W7,600.0000
"2017-11-01 11:33:09",2001777,BM9G5N2,20.0000
"2017-11-01 11:33:09",2001777,BM9G5N3,600.0000
"2017-11-01 07:58:25",2001771,BM9K2A9,1.0000
"2017-11-01 09:45:54",2001773,BM9K2V5,1.0000
"2017-11-01 10:21:50",2001775,BM9G1U8,6500.0000
"2017-11-01 10:29:44",2001776,BM9G5C4,20.0000
"2017-11-02 05:50:25",2001784,BM9D3D9,200.0000
"2017-11-02 05:50:25",2001784,BM9D3E1,150.0000
"2017-11-02 05:50:25",2001784,BM9F1U8,100.0000
"2017-11-02 08:53:43",2001785,BM9J9T4,2.0000
"2017-11-02 08:53:43",2001785,BM9C4L6,1.0000
"2017-11-02 10:41:07",2001792,BM9J1L8,10.0000
"2017-11-02 11:38:09",2001793,BM9J2T1,4.0000
"2017-11-02 11:45:29",2001795,BM9J5M9,6.0000
"2017-11-02 11:45:29",2001795,BM9J5N3,5000.0000
"2017-11-02 13:24:20",2001799,BM4H8M3,20.0000
"2017-11-03 11:14:04",2001816,BM1A3S7,1.0000
"2017-11-03 05:52:07",2001806,BM9D7F3,50.0000
"2017-11-03 05:52:07",2001806,BM9D7F4,100.0000
"2017-11-03 05:52:07",2001806,BM9D7F5,200.0000
"2017-11-03 05:52:07",2001806,BM9D7F6,200.0000
"2017-11-03 05:38:36",2001805,BM9K4T3,2.0000
"2017-11-03 05:38:36",2001805,BM9C4L6,1.0000
"2017-11-02 13:38:15",2001800,BM9G8E7,30.0000
"2017-11-17 14:16:24",2002056,BM9J6U4,3.0000
"2017-11-03 06:40:07",2001809,BM9K2F8,1.0000
"2017-11-03 07:03:34",2001811,BM9K2G2,1.0000
"2017-11-03 11:18:37",2001817,BM9J1K5,1.0000
"2017-11-03 11:18:37",2001817,BM9J1K6,10.0000
"2017-11-03 11:18:37",2001817,BM9J1K7,1.0000
"2017-11-03 11:18:37",2001817,BM9J1K8,1.0000
"2017-11-03 11:18:37",2001817,BM9J1K9,1.0000
"2017-11-03 11:18:37",2001817,BM9J1L1,1.0000
"2017-11-07 11:25:29",2001873,BM0P0S4,4.0000
"2017-11-07 11:25:29",2001873,BM1B3B7,1.0000
"2017-11-07 11:25:29",2001873,BM9J1J3,1.0000
"2017-11-07 11:25:29",2001873,BM9J1J4,1.0000
"2017-11-07 11:25:29",2001873,BM9J1J5,2.0000
"2017-11-07 11:25:29",2001873,BM9J1J6,1.0000
"2017-11-03 11:21:33",2001818,BM9J1J7,1.0000
"2017-11-03 11:21:33",2001818,BM9J1J8,1.0000
"2017-11-03 11:21:33",2001818,BM9J1K1,1.0000
"2017-11-03 11:21:33",2001818,BM9J1K2,1.0000
"2017-11-03 11:21:33",2001818,BM9J1K3,1.0000
"2017-11-03 11:21:33",2001818,BM9J1K4,1.0000
"2017-11-03 11:24:08",2001819,BM9J8R8,2.0000
"2017-11-03 11:24:08",2001819,BM9K2S3,1.0000
"2017-11-03 12:06:58",2001820,BM0Q8U1,12.0000
"2017-11-03 12:06:58",2001820,BM0O6H8,6.0000
"2017-11-03 12:06:58",2001820,BM0Q8X7,12.0000
"2017-11-03 12:06:58",2001820,BM1G0F0,1.0000
"2017-11-03 12:06:58",2001820,BM0C7P6,20.0000
"2017-11-03 12:17:35",2001821,BM9K4G6,27.0000
"2017-11-03 12:53:15",2001822,BM9K4V4,200.0000
"2017-11-03 12:53:15",2001822,BM9C4L6,1.0000
"2017-11-28 07:00:57",2002203,BM9J1L2,1.0000
"2017-11-28 07:00:57",2002203,BM9J1L3,1.0000
"2017-11-28 07:00:57",2002203,BM9J1L6,1.0000
"2017-11-28 07:00:57",2002203,BM9J1L7,1.0000
"2017-11-28 07:00:57",2002203,BM9J8R6,1.0000
"2017-11-28 07:00:57",2002203,BM9J8R7,1.0000
"2017-11-04 06:22:45",2001827,BM9J3H9,2.0000
"2017-11-04 05:45:03",2001826,BM9J6A1,25.0000
"2017-11-04 05:45:03",2001826,BM9J6A2,25.0000
"2017-11-04 05:45:03",2001826,BM9J6A3,100.0000
"2017-11-04 07:26:18",2001829,BM9J5Y6,10.0000
"2017-11-04 07:15:25",2001828,BM9H9H6,2.0000
"2017-11-04 07:15:25",2001828,BM9H9H5,2.0000
"2017-11-04 07:15:25",2001828,BM0C7U8,6.0000
"2017-11-04 07:15:25",2001828,BM1G0A0,6.0000
"2017-11-04 07:15:25",2001828,BM0O6H8,6.0000
"2017-11-04 07:15:25",2001828,BM0Q8X7,12.0000
"2017-11-04 07:15:25",2001828,BM1G0A1,12.0000
"2017-11-06 07:19:17",2001848,BM0C7I2,2.0000
"2017-11-06 07:17:34",2001847,BM9J7U4,1.0000
"2017-11-06 10:41:59",2001853,BM9H5W1,2.0000
"2017-11-06 10:41:59",2001853,BM9H5W2,5.0000
"2017-11-06 10:41:59",2001853,BM9H5W3,5.0000
"2017-11-06 10:41:59",2001853,BM9H5W4,3.0000
"2017-11-06 10:41:59",2001853,BM9H5W5,4.0000
"2017-11-06 10:41:59",2001853,BM9H5W6,4.0000
"2017-11-06 10:41:59",2001853,BM9H5W7,4.0000
"2017-11-06 10:41:59",2001853,BM9H5W8,3.0000
"2017-11-06 10:41:59",2001853,BM9H5W9,4.0000
"2017-11-06 10:41:59",2001853,BM9H5X1,4.0000
"2017-11-06 10:41:59",2001853,BM9H5X2,2.0000
"2017-11-06 10:41:59",2001853,BM9H5X3,6.0000
"2017-11-06 10:41:59",2001853,BM9H5X4,8.0000
"2017-11-06 10:41:59",2001853,BM9H5X5,5.0000
"2017-11-06 10:54:33",2001854,BM9J9T6,2.0000
"2017-11-06 10:54:33",2001854,BM9J9T7,1.0000
"2017-11-06 10:54:33",2001854,BM9J9T8,2.0000
"2017-11-06 10:54:33",2001854,BM9J9T9,1.0000
"2017-11-06 10:54:33",2001854,BM9C4L6,1.0000
"2017-11-07 06:55:37",2001863,BM0W7M3,2.0000
"2017-11-07 06:54:20",2001862,BM9J5P1,376.0000
"2017-11-07 06:54:20",2001862,BM9C4L6,1.0000
"2017-11-07 06:58:14",2001864,BM9K4R1,2.0000
"2017-11-07 06:08:20",2001860,BM9K5T7,1.0000
"2017-11-07 07:10:57",2001866,BM9K4Q4,12.0000
"2017-11-07 06:51:49",2001861,BM0Q8U1,2.0000
"2017-11-07 06:51:49",2001861,BM0Q8X8,1.0000
"2017-11-07 07:06:53",2001865,BM9A5F3,150.0000
"2017-11-07 07:06:53",2001865,BM9A5F4,150.0000
"2017-11-07 07:06:53",2001865,BM9D4N1,3.0000
"2017-11-07 07:06:53",2001865,BM9C4X9,12.0000
"2017-11-07 07:06:53",2001865,BM9C4Y4,300.0000
"2017-11-07 07:06:53",2001865,BM9H1P1,10.0000
"2017-11-07 07:06:53",2001865,BM9C4X4,10.0000
"2017-11-07 07:06:53",2001865,BM9A5E6,12.0000
"2017-11-07 11:08:36",2001867,BM9J1T2,4.0000
"2017-11-07 11:08:36",2001867,BM9C4L6,1.0000
"2017-11-07 11:13:07",2001868,BM9E2M7,3.0000
"2017-11-07 11:13:07",2001868,BM9E2M8,5.0000
"2017-11-07 11:13:07",2001868,BM9E2M9,1.0000
"2017-11-08 09:08:18",2001877,BM9J9Y9,5.0000
"2017-11-08 09:08:18",2001877,BM9J9Z1,1.0000
"2017-11-07 12:12:53",2001874,BM9D3Y1,4.0000
"2017-11-07 12:12:53",2001874,BM9D3Y2,4.0000
"2017-11-07 12:12:53",2001874,BM9D3Y3,3.0000
"2017-11-07 12:12:53",2001874,BM9D3Y4,9.0000
"2017-11-07 12:12:53",2001874,BM9D3Y5,10.0000
"2017-11-07 12:12:53",2001874,BM9D3Y7,5.0000
"2017-11-07 12:12:53",2001874,BM9D3Y8,2.0000
"2017-11-07 12:12:53",2001874,BM9D3Y9,4.0000
"2017-11-07 12:12:53",2001874,BM9D3Z1,1.0000
"2017-11-08 06:39:41",2001875,BM9H5Y6,420.0000
"2017-11-14 10:10:10",2001989,BM9K2G7,1.0000
"2017-11-14 10:10:10",2001989,BM9K2G8,1.0000
"2017-11-14 10:10:10",2001989,BM9C4L6,1.0000
"2017-11-08 12:46:35",2001885,BM9K1N5,10.0000
"2017-11-08 10:43:45",2001880,BM9K5N7,20.0000
"2017-11-09 06:57:34",2001893,BM9J9U7,1.0000
"2017-11-08 11:34:12",2001883,BM9K6D5,10.0000
"2017-11-08 10:40:04",2001879,BM9F3S8,50.0000
"2017-11-08 12:41:35",2001884,BM0C4G8,3.0000
"2017-11-08 12:41:35",2001884,BM1G1P4,3.0000
"2017-11-08 12:41:35",2001884,BM9K5Z7,3.0000
"2017-11-08 12:41:35",2001884,BM9K5Z8,3.0000
"2017-11-08 12:41:35",2001884,BM9K5Z9,3.0000
"2017-11-08 12:41:35",2001884,BM9K6A1,3.0000
"2017-11-08 12:41:35",2001884,BM9C4L6,1.0000
"2017-11-10 09:26:11",2001920,BM9K5U7,25.0000
"2017-11-10 09:26:11",2001920,BM9K5U8,25.0000
"2017-11-08 15:12:42",2001886,BM9K6E6,3.0000
"2017-11-09 05:49:52",2001892,BM9K4G7,10.0000
"2017-11-09 05:49:52",2001892,BM9K4G8,10.0000
"2017-11-09 05:49:52",2001892,BM9K4G9,10.0000
"2017-11-09 05:49:52",2001892,BM9K4H1,10.0000
"2017-11-09 05:49:52",2001892,BM9K4H2,10.0000
"2017-11-09 05:49:52",2001892,BM9K4H3,10.0000
"2017-11-09 05:49:52",2001892,BM9K4H4,10.0000
"2017-11-09 05:49:52",2001892,BM9K4H5,10.0000
"2017-11-09 05:48:13",2001891,BM0C7U8,12.0000
"2017-11-09 05:48:13",2001891,BM0Q8X8,24.0000
"2017-11-09 05:48:13",2001891,BM0Q8Y3,12.0000
"2017-11-09 05:48:13",2001891,BM0C6Z9,12.0000
