id,aliasname,address,sap_id,created_at,updated_at
2644,"Prabha Energy",,775,"1970-01-01 00:00:00","2018-09-27 06:53:12"
2645,"PERI India",,214,"2017-10-12 05:16:07","2018-05-08 10:48:56"
2646,"Perkins India",,968,"2017-09-26 05:34:19","2018-05-08 10:52:24"
2647,"Parmar Engineering",,511,"2017-10-17 08:57:50","2018-05-08 10:50:16"
2648,"Philip Morris International",,802,"2017-11-16 04:53:34","2018-05-08 10:51:39"
2649,"Philips India Ltd.",,1259,"2017-09-04 09:28:16","2018-05-08 10:53:33"
2650,"Parker Hannifin",,538,"2018-01-16 07:50:39","2018-05-08 10:50:24"
2651,"Photon Scientific",,716,"2018-01-23 10:26:11","2018-05-08 10:51:13"
2652,"PIA Consultancy",,1235,"2017-12-13 10:36:35","2018-05-08 10:53:26"
2653,"Pioneer Enterprises",,145,"2017-10-27 06:33:53","2018-05-08 10:48:30"
2654,"Plasser India",,819,"2017-12-02 10:25:40","2018-05-08 10:51:44"
2655,"Pacoline Industries",,1431,"2017-10-11 09:53:33","2018-05-08 10:57:43"
2656,"PKR Group",,656,"2017-11-27 12:27:15","2018-05-08 10:50:59"
2657,"PKS Developers",,166,"2017-11-21 12:38:45","2018-05-08 10:48:41"
2658,"Pl Industries",,148,"2017-10-27 06:55:51","2018-05-08 10:58:25"
2659,"Purandar Milk & Agro",,269,"2017-11-18 07:31:09","2018-05-08 10:49:12"
2660,"Poshs Metal Industry",,1456,"2017-11-17 11:37:34","2018-05-08 10:59:11"
2661,"Prime Meiden",,233,"2017-09-28 10:54:21","2018-05-08 10:49:02"
2662,"Parishudh Machines",,616,"2017-09-18 09:16:14","2018-05-08 10:50:46"
2663,"PNB MetLife",,818,"2018-01-29 08:55:35","2018-05-08 10:51:45"
2664,"PNP Maritime",,746,"2017-07-17 12:42:06","2018-05-08 10:51:22"
2665,"Privi Organics",,1066,"2017-09-15 11:01:56","2018-05-08 10:52:48"
2666,"Polybond India",,761,"2017-11-20 09:56:05","2018-05-08 10:51:25"
2667,"Pooja Forge",,1469,"2017-11-18 05:53:08","2018-05-08 10:59:47"
2668,"Poona Pressings",,758,"2017-07-17 12:42:06","2018-05-08 10:51:26"
2669,"Pragati Power",,798,"2017-08-23 09:22:50","2018-05-08 10:51:36"
2670,"PP Foods",,1437,"2017-10-25 11:25:17","2018-05-08 10:58:01"
2671,"Polyplastics Indus",,584,"2017-10-03 12:17:40","2018-05-08 10:50:38"
2672,"Pro-Pack Materials",,1190,"2017-10-07 06:46:26","2018-05-08 10:53:17"
2673,"Precision Automation",,789,"2017-07-17 12:42:06","2018-05-08 10:51:33"
2674,"Preipolar Engg",,813,"2017-07-17 12:42:06","2018-05-08 10:51:44"
2675,"Premji Leasing",,837,"2017-09-26 05:05:39","2018-05-08 10:51:50"
2676,"Premji Sales Co",,826,"2017-07-17 12:42:06","2018-05-08 10:51:48"
2677,"Presto Infosolutions",,321,"2017-11-03 06:38:00","2018-05-08 10:49:25"
2678,"Prime Value Infra",,906,"2017-11-20 11:57:41","2018-05-08 10:52:11"
2679,"Prince Pipes-Fitting",,425,"2017-10-16 07:23:52","2018-05-08 10:49:52"
2680,"Priti Sales",,839,"2017-07-17 12:42:06","2018-05-08 10:51:51"
2681,"Pratik Ready Mix",,702,"2017-10-03 13:00:48","2018-05-08 10:51:09"
2682,"Progression Industry",,1351,"2017-10-25 11:22:51","2018-05-08 10:54:02"
2683,"Plastech Solutions",,349,"2017-09-25 07:21:32","2018-05-08 10:49:33"
2684,"Project Supply Sys",,866,"2017-07-17 12:42:06","2018-05-08 10:51:59"
2685,"PSV Infrastructure",,967,"2017-12-11 07:10:24","2018-05-08 10:52:25"
2686,"Phoenix Textile Engg",,1482,"2017-11-21 10:46:44","2018-05-08 11:00:19"
2687,"Puratos Food",,300,"2017-11-18 09:13:51","2018-05-08 10:49:19"
2688,"Pulcra Chemicals",,1042,"2017-10-24 15:01:14","2018-05-08 10:52:43"
2689,"Pranav Vikas India",,1236,"2017-11-21 09:38:14","2018-05-08 10:53:27"
2690,"Papers Worldwide",,846,"2017-10-05 05:39:52","2018-05-08 10:51:53"
2691,"PYN Autocomp",,476,"2017-09-18 07:12:15","2018-05-08 10:50:08"
2692,"Resins And Plastics",,483,"2017-11-27 06:18:59","2018-05-08 10:50:09"
2693,"R.P. Polymers",,,NULL,NULL
2694,"Radhe Shyam Industry",,888,"2017-07-17 12:42:06","2018-05-08 10:52:07"
2695,"Rail Coach",,,NULL,NULL
2696,"Raj Dies Engineering",,919,"2017-07-17 12:42:06","2018-05-08 10:52:13"
2697,"Raj Petro Speciality",,381,"2017-11-18 09:36:56","2018-05-08 10:49:41"
2698,"Rajoo Engineers",,427,"2017-11-04 10:39:48","2018-05-08 10:49:53"
2699,"Rama Krishi Rasayn",,753,"2017-11-15 05:02:42","2018-05-08 10:51:25"
2700,"Ramnatasha System",,940,"2017-09-26 05:26:35","2018-05-08 10:52:18"
2701,"Rathi Steel Power",,1477,"2017-11-18 06:32:24","2018-05-08 11:00:04"
2702,"Ray Offshore Marine",,944,"2017-07-17 12:42:06","2018-05-08 10:52:19"
2703,"Raptakos Brett",,948,"2017-09-19 07:43:18","2018-05-08 10:52:20"
2704,"RDC Concrete India",,353,"2017-10-14 09:01:03","2018-05-08 10:49:34"
2705,"REHAU Polymers",,1131,"2017-09-16 05:28:29","2018-05-08 10:53:03"
2706,"Rasandik Engineering",,1096,"2017-10-06 07:27:27","2018-05-08 10:52:55"
2707,"Remsons Industries",,553,"2017-10-24 06:28:18","2018-05-08 10:50:29"
2708,"Renfro India",,728,"2017-10-24 11:32:07","2018-05-08 10:51:18"
2709,"Renishaw Metrology",,982,"2017-07-17 12:42:06","2018-05-08 10:52:29"
2710,"Repro India",,1182,"2017-10-25 07:53:01","2018-05-08 10:53:16"
2711,"Research Innovation",,996,"2017-07-17 12:42:06","2018-05-08 10:52:31"
2712,"Remi Elektrotechnik",,1227,"2017-10-09 11:00:07","2018-05-08 10:53:24"
2713,"Rexel India",,460,"2017-08-08 11:42:41","2018-08-14 09:46:37"
2714,"Rajendra Gears",,627,"2017-09-18 09:29:13","2018-05-08 10:50:50"
2715,"Rama Hospital Res.",,1213,"2017-10-09 09:03:46","2018-05-08 10:53:22"
2716,"Rajashree Intl.",,1323,"2017-09-22 05:59:07","2018-05-08 10:53:51"
2717,"Reet Industries",,1542,"2017-09-18 05:12:19","2018-05-08 11:03:16"
2718,"Rieco Industries",,522,"2017-11-20 05:10:43","2018-05-08 10:50:20"
2719,"Rishant Agencies",,1009,"2017-07-17 12:42:06","2018-05-08 10:52:34"
2720,"River Engineering",,1522,"2017-09-06 08:18:45","2018-05-08 11:02:12"
2721,"RMC Readymix India",,1021,"2017-07-17 12:42:06","2018-05-08 10:52:37"
2722,"Rekise Marine",,1210,"2018-02-06 11:07:35","2018-05-08 10:53:21"
2723,"Ravi Metal Treatment",,642,"2017-10-03 12:40:54","2018-05-08 10:50:55"
2724,"RNS Electrical Engg",,1036,"2017-07-17 12:42:06","2018-05-08 10:52:41"
2725,"Robin Precision",,281,"2017-11-24 11:40:13","2018-05-08 10:49:15"
2726,"Rolex Rings",,920,"2017-11-20 11:59:57","2018-05-08 10:52:13"
2727,"Rollwell Forge",,1216,"2017-09-21 11:08:27","2018-05-08 10:53:22"
2728,"Ross Process",,1045,"2017-07-17 12:42:06","2018-05-08 10:52:44"
2729,"Royal Project Supp.",,1057,"2017-07-17 12:42:06","2018-05-08 10:52:46"
2730,"Riddhi Polymers",,676,"2017-09-18 10:04:05","2018-05-08 10:51:02"
2731,"Renata Precision",,691,"2017-10-03 12:45:53","2018-05-08 10:51:06"
2732,"Rohto Pharma",,1143,"2017-12-12 08:54:10","2018-05-08 10:53:06"
2733,"RPS Infrastructure",,1391,"2017-09-28 08:51:18","2018-05-08 10:56:12"
2734,"Rise n Shine Biotech",,928,"2017-10-24 12:11:45","2018-05-08 10:52:15"
2735,"Ravi Technoforge",,181,"2017-11-21 12:41:51","2018-05-08 11:00:30"
2736,"Sail Chrome",,1120,"2017-09-26 06:09:14","2018-05-08 10:53:00"
2737,"Shivam Engineering",,899,"2017-08-28 06:42:36","2018-05-08 10:52:08"
2738,"Shardul Amarchand",,1244,"2017-09-04 09:27:28","2018-05-08 10:53:30"
2739,"Shelf Drilling Offshore",,1263,"2017-07-17 12:42:06","2018-05-08 10:53:34"
2740,"Sancheti Industries",,857,"2017-11-20 11:16:08","2018-05-08 10:51:57"
2741,"Shellpack Industries",,1425,"2017-10-11 07:28:07","2018-05-08 10:57:31"
2742,"Supreme Petrochem",,735,"2017-09-18 11:30:13","2018-05-08 10:51:18"
2743,"Shree Samarth Enterprises",,1401,"2017-10-10 05:40:24","2018-05-08 10:56:40"
2744,"Shilpan Steelcast",,515,"2017-10-03 11:35:10","2018-05-08 10:50:18"
2745,"Sterlite Technologies",,1470,"2017-07-17 12:42:06","2018-05-08 10:59:47"
2746,"Sun Enterprise",,141,"2017-07-17 12:42:06","2018-05-08 10:48:28"
2747,"Tech Engineers",,255,"2017-09-07 10:48:08","2018-05-08 10:49:07"
2748,"Technofinish Industries",,1228,"2017-09-21 11:16:47","2018-05-08 10:53:25"
2749,"Techno Mac Sys",,1234,"2017-07-17 12:42:06","2018-05-08 10:53:26"
2750,"Uttam Galva",,326,"2017-07-17 12:42:06","2018-05-08 10:49:26"
2751,"Visen Industries",,1183,"2017-09-04 06:31:02","2018-05-08 10:53:16"
2752,"Vikram Sarabhai Space Centre",,390,"2017-07-17 12:42:06","2018-05-08 10:49:43"
2753,Walmart,,444,"2017-08-08 06:17:37","2018-05-08 10:49:59"
2754,"Kerala Minerals",,953,"2018-01-31 06:36:13","2018-05-08 10:52:21"
2755,"Triune Energy",,548,"2018-01-17 07:05:45","2018-05-08 10:50:27"
3134,VESI,,438,"2018-03-27 06:57:20","2018-05-08 10:49:56"
3135,RIVIGO,,452,"2018-03-27 10:46:00","2018-06-07 06:52:33"
3136,"Urban Zing",,469,"2018-03-27 11:51:44","2018-05-08 10:50:07"
3137,"Narayana Health",,488,"2018-03-29 07:14:50","2018-05-08 10:50:12"
3138,"Shanghai Yinxu",,508,"2018-04-02 06:44:51","2018-05-08 10:50:16"
3139,"ERECTION INSTRUMENTATION",,518,"2018-04-02 07:41:27","2018-05-08 10:50:19"
3140,"Troikaa Pharma",,527,"2018-04-03 09:16:50","2018-10-12 08:41:28"
3141,JADID,,544,"2018-04-04 07:32:11","2018-05-08 10:50:26"
3143,"AMAT Inc.",,,NULL,NULL
3144,Graziano,,583,"2018-04-07 09:35:06","2018-06-04 06:48:52"
3145,"Hindustan Zinc",,598,"1970-01-01 00:00:00","2018-06-28 06:48:59"
3146,MRPL,,623,"2018-04-10 06:17:55","2018-05-08 10:50:48"
3147,HPL,,636,"2018-04-10 06:44:42","2018-05-08 10:50:52"
3148,INTEX,,650,"2018-04-10 06:46:49","2018-05-08 10:50:55"
3149,QRG,,663,"2018-04-10 08:12:23","2018-05-08 10:50:59"
3150,BEKAERT,,671,"2018-04-10 08:15:03","2018-05-08 10:51:01"
3151,"Thyssenkrupp India",,683,"2018-04-10 08:20:22","2018-05-08 10:51:05"
3152,"Guj Flurochemicals",,697,"2018-04-10 12:41:23","2018-05-08 10:51:08"
3153,"Nuberg Engg",,708,"2018-04-10 12:43:10","2018-05-08 10:51:11"
3154,Danfoss,,720,"2018-04-10 12:55:38","2018-05-08 10:51:15"
3155,Candy,,733,"2018-04-11 09:18:46","2018-05-08 10:51:18"
3156,"TMVT Industries Pvt. Ltd.",,,NULL,NULL
3157,TMVT,,,NULL,NULL
3158,TLT-Turbo,,743,"2018-04-13 06:47:11","2018-05-08 10:51:22"
3159,MITTAL,,760,"2018-04-13 11:18:25","2018-05-08 10:51:32"
3160,"A-One Machineries",,792,"2018-04-13 11:29:21","2018-05-08 10:51:35"
3161,"Saipem India",,801,"2018-04-13 11:35:49","2018-05-08 10:51:39"
3162,Stelmec,,812,"2018-04-13 12:48:03","2018-05-08 10:51:42"
3163,MANPRO,,821,"2018-04-13 12:49:38","2018-05-08 10:51:46"
3164,MECON,,836,"2018-04-13 12:50:56","2018-05-08 10:51:49"
3165,ADANI,,845,"2018-04-13 12:53:23","2018-05-08 10:51:52"
3166,"Natural Office Mart",,860,"2018-04-13 12:55:32","2018-05-08 10:51:57"
3167,"Talcher Fertilizers",,870,"2018-04-16 05:17:58","2018-05-08 10:52:02"
3168,"Galaxy Tools and Hardwares",,885,"2018-04-16 05:22:24","2018-05-08 10:52:05"
3169,"Trinity Forge",,897,"2018-04-16 05:26:03","2018-05-08 10:52:08"
3170,"Indian Railway",,910,"2018-04-16 05:28:02","2018-05-08 10:52:11"
3171,BEL,,922,"2018-04-16 06:12:16","2018-05-08 10:52:14"
3172,Scannia,,,NULL,NULL
3173,Scania,,934,"2018-04-16 06:15:48","2018-05-08 10:52:16"
3174,VOLVO,,946,"2018-04-16 06:18:42","2018-05-08 10:52:19"
3175,BIAL,,958,"2018-04-16 06:23:33","2018-05-08 10:52:23"
3176,"Greenfuel Energy",,976,"2018-04-16 06:26:05","2018-05-08 10:52:26"
3177,"ALFA Therm",,988,"2018-04-16 06:54:30","2018-05-08 10:52:29"
3178,"NSK ABC",,999,"2018-04-16 06:56:19","2018-05-08 10:52:33"
3179,"E-Square Systems",,1015,"2018-04-16 06:58:40","2018-05-08 10:52:36"
3180,"India Forge",,1029,"2018-04-16 07:01:49","2018-05-08 10:52:40"
3181,SHILPAYAN,,1046,"2018-04-16 07:05:48","2018-05-08 10:52:44"
3182,"Paras Rings",,1060,"2018-04-16 07:13:21","2018-05-08 10:52:47"
3183,"Nijanand Pipes",,1074,"2018-04-16 07:17:06","2018-05-08 10:52:50"
3184,Komatsu,,1099,"2018-04-16 07:26:10","2018-05-08 10:52:57"
3185,"Unipres India",,1114,"2018-04-16 07:28:02","2018-05-08 10:52:59"
3186,"Unique Industrials",,1127,"2018-04-16 07:36:17","2018-05-08 10:53:02"
3187,"Dietech India",,1136,"2018-04-16 07:43:27","2018-05-08 10:53:06"
3188,"Aviation Overseas Supply",,1151,"2018-04-16 08:24:08","2018-05-08 10:53:08"
3189,Montanhydraulik,,1163,"2018-04-16 09:34:23","2018-05-08 10:53:11"
3190,"Michelin India",,1175,"2018-04-16 09:36:23","2018-05-08 10:53:13"
3191,"Greaves Cotton",,1192,"2018-04-16 09:38:36","2018-05-08 10:53:17"
3192,"Rane Group",,1207,"2018-04-16 09:42:53","2018-05-08 10:53:20"
3193,KCP,,1221,"2018-04-16 09:44:20","2018-05-08 10:53:23"
3194,GESTAMP,,1232,"2018-04-16 09:49:08","2018-05-08 10:53:26"
3195,Stanadyne,,1242,"2018-04-16 10:02:19","2018-05-08 10:53:29"
3196,"DS Precision",,1253,"2018-04-16 10:05:09","2018-05-08 10:53:31"
3197,RINGSPANN,,1262,"2018-04-16 10:12:31","2018-05-08 10:53:35"
3198,Toshiba,,1298,"2018-04-16 10:17:24","2018-05-08 10:53:43"
3199,MAMATA,,1306,"2018-04-16 10:19:10","2018-05-08 10:53:46"
3200,HONDA,,1321,"2018-04-16 10:26:51","2018-05-08 10:53:50"
3201,Shetron,,1331,"2018-04-16 11:31:31","2018-05-08 10:53:53"
3202,SKF,,1338,"2018-04-16 11:35:38","2018-05-08 10:53:56"
3203,"Maini Materials",,1345,"2018-04-16 11:47:58","2018-05-08 10:53:59"
3204,Recaero,,1355,"2018-04-16 12:40:11","2018-05-08 10:54:04"
3205,"Cataler India",,1361,"2018-04-16 13:02:16","2018-05-08 10:54:07"
3206,"Dhaval Paper Bag",,1367,"2018-04-17 07:24:47","2018-05-08 10:54:11"
3207,TOYOTA,,1378,"2018-04-17 07:42:09","2018-05-08 10:54:24"
3208,"Snecma HAL",,1380,"2018-04-17 09:42:57","2018-05-08 10:54:28"
3209,MOOG,,1548,"2018-04-17 09:46:12","2018-05-08 11:03:33"
3210,FlowServe,,1550,"2018-04-18 04:52:29","2018-05-08 11:03:37"
3211,KankaiPipes,,1551,"2018-04-18 04:57:36","2018-05-08 11:03:41"
3212,Danieli,,1386,"2018-04-18 05:02:36","2018-05-08 10:56:02"
3213,"Metal One",,1388,"2018-04-18 05:05:51","2018-05-08 10:56:06"
3214,"Ajanta Pharma",,1390,"2018-04-18 05:08:45","2018-05-08 10:56:10"
3215,KYOWA,,1392,"2018-04-18 05:10:52","2018-05-08 10:56:15"
3216,Hitachi,,1394,"2018-04-18 05:13:45","2018-05-08 10:56:21"
3217,Whirlpool,,1396,"2018-04-18 05:16:04","2018-05-08 10:56:25"
3218,"Super Hydro",,,NULL,NULL
3219,"Girish Shah",,,NULL,NULL
3220,Broachcutter,,1398,"2018-04-19 05:53:07","2018-05-08 10:56:30"
3221,"Aurangabad Electricals",,1402,"2018-04-19 12:28:57","2018-05-08 10:56:40"
3222,"GKN Driveline",,1404,"2018-04-19 12:58:14","2018-05-08 10:56:44"
3223,"Creative Shadows",,1407,"2018-04-19 13:00:42","2018-05-08 10:56:49"
3224,"Excel Ceramic",,1408,"2018-04-19 13:02:54","2018-05-08 10:56:52"
3225,"Siemens Product",,1410,"2018-04-20 05:53:28","2018-05-08 10:56:57"
3226,"Volatec Oy",,1412,"2018-04-20 08:39:17","2018-05-08 10:57:04"
3227,"RENOM ENERGY",,1414,"2018-04-20 12:35:30","2018-05-08 10:57:09"
3228,"IndiaFIRST Robotics",,1416,"2018-04-23 09:36:49","2018-08-02 13:08:54"
3229,"Rex Industries",,1418,"2018-04-27 06:20:27","2018-05-08 10:57:17"
3230,"Magnetti Marelli",,1421,"2018-04-27 06:34:36","2018-05-08 10:57:21"
3231,"Yonex Engineering",,1426,"2018-05-05 06:27:10","2018-05-08 10:57:31"
3232,"Andhra Electronics",,1427,"2018-05-05 08:02:24","2018-05-25 06:44:18"
3233,Husco,,1429,"2018-05-07 06:18:54","2018-05-08 10:57:39"
3234,"Max Healthcare",,1432,NULL,NULL
3235,"Dhiren Traders",,1560,"2018-05-09 06:46:49","2018-05-11 07:56:24"
3236,"INSPROS ENGINEERS",,NULL,"2018-05-09 08:42:38","2018-05-09 08:42:38"
3237,"Compass Group",,1790,"1970-01-01 00:00:00","2018-10-01 07:55:50"
3238,"Apana Traders",,1561,"2018-05-14 09:31:35","2018-05-14 09:31:36"
3239,"Procter & Gamble Hygiene",,1562,"2018-05-14 12:32:03","2018-05-14 12:32:10"
3240,"Rockman Industries",,1563,"2018-05-16 06:47:29","2018-05-16 06:47:29"
3241,ACBR,,1564,"2018-05-16 07:24:51","2018-05-16 07:24:51"
3242,DuPont,,1565,"1970-01-01 00:00:00","2018-08-29 13:13:53"
3243,Zoology,,1566,"2018-05-16 07:30:52","2018-05-16 07:30:52"
3245,Bajaj,,1567,"2018-05-16 07:42:30","2018-05-16 07:42:30"
3246,Aurobindo,,1568,"2018-05-16 08:29:02","2018-05-16 08:29:02"
3247,"Exel Rubber",,1569,"2018-05-16 08:41:50","2018-05-16 08:41:50"
3248,Magnaflux,,1570,"2018-05-16 08:55:28","2018-05-16 08:55:28"
3249,"SAMS Facilities",,1571,"2018-05-17 12:11:19","2018-05-17 12:11:23"
3250,"One97 Communications",,1572,"2018-05-18 09:22:41","2018-05-18 09:22:51"
3251,"Lucas TVS",,1573,"2018-05-21 05:35:18","2018-05-21 05:35:23"
3252,IEC-TCL,,1574,NULL,NULL
3253,PRATYARPANA,,1575,"2018-05-21 11:33:43","2018-05-24 12:55:28"
3254,"ZF India",,1576,"2018-05-22 07:04:13","2018-06-14 13:15:46"
3255,Avasarala,,1577,"2018-05-23 05:56:18","2018-05-23 05:56:24"
3256,"Asahi India Glass Ltd.",,NULL,NULL,NULL
3257,"Asahi India",,NULL,NULL,NULL
3258,"Crosslay Remedies",,1578,"2018-05-08 05:55:21","2018-05-23 12:12:07"
3259,"Shree Brijbehari",,1579,"2018-05-25 05:06:17","2018-05-25 05:32:52"
3260,"Potence Controls",,1580,"2018-05-25 05:45:25","2018-05-25 05:45:26"
3261,"Sai Utility & Fire Systems",,1581,"2018-05-25 08:44:15","2018-05-25 08:45:58"
3262,Medicover,,1582,"2018-05-29 05:08:11","2018-05-29 07:24:48"
3263,"New Delhi Television",,1583,"2018-05-29 05:18:52","2018-05-29 05:24:38"
3264,"GE Power Systems",,1584,"2018-05-29 06:16:09","2018-06-27 13:14:45"
3265,IEC-TSL,,1585,"2018-05-21 08:37:19","2018-06-01 07:14:17"
3266,CRISIL,,1586,"2018-06-01 09:00:01","2018-06-01 09:00:41"
3267,ATOS,,1587,"2018-06-01 09:17:06","2018-06-01 09:17:07"
3268,Concentrix,,1588,"2018-06-01 09:22:28","2018-06-01 09:22:31"
3269,HNH,,1589,"2018-06-01 09:25:53","2018-06-01 09:25:54"
3270,ICICI,,1590,"2018-06-01 09:37:03","2018-06-01 09:37:06"
3271,Lodha,,1591,"2018-06-01 09:47:25","2018-06-01 09:47:27"
3272,RCP,,1592,"2018-06-01 09:49:37","2018-06-01 09:49:40"
3273,TCL,,1593,"2018-06-01 10:07:56","2018-06-01 10:08:00"
3274,WOCKHARDT,,1595,"2018-06-01 11:20:02","2018-06-01 11:20:04"
3275,,,NULL,"2018-06-25 13:14:09","2018-06-25 13:14:09"
3276,PRITECH,,1597,"2018-06-04 09:36:37","2018-06-11 10:07:03"
3277,"Modern Display Product",,1598,"2018-06-05 09:13:17","2018-07-02 12:05:12"
3278,"Entertainment City",,1599,"2018-06-05 11:28:45","2018-06-05 11:28:47"
3279,Timsen,,1600,"2018-06-07 06:55:27","2018-06-07 07:28:12"
3280,Tmsen,,1601,NULL,NULL
3281,"Nayara Energy",,1602,"2018-06-13 06:34:26","2018-07-04 06:10:04"
3282,Vardhaman,,1603,"2018-06-14 07:49:30","2018-06-14 07:49:40"
3283,"Nivea India",,1605,"1970-01-01 00:00:00","2018-09-25 10:49:19"
3284,"Sachiya Mata Agencies",,1606,"2018-06-19 05:34:16","2018-06-19 05:39:52"
3285,"Cummins - Recon India",,1610,"1970-01-01 00:00:00","2018-08-02 11:28:28"
3286,A.S.I.,,1607,"2018-06-19 09:15:41","2018-06-19 09:17:10"
3287,TCI,,1609,"2018-06-19 09:52:59","2018-06-20 05:30:51"
3288,"Dr. Reddy",,1611,NULL,NULL
3289,"Dr Reddys",,1612,"2018-06-19 12:35:25","2018-06-19 12:36:11"
3290,JAIVEL,,1613,"2018-06-21 09:25:33","2018-06-21 09:30:51"
3291,"Jobby Engineers",,1614,"2018-06-22 06:45:59","2018-06-22 06:46:00"
3292,"Sai Indo Metal Resources",,1615,"1970-01-01 00:00:00","2018-10-05 12:13:50"
3293,"Directorate General of Civil Aviation",,1616,"2018-06-25 11:30:37","2018-06-25 11:30:37"
3294,Omaxe,,1617,"2018-06-25 11:33:18","2018-06-25 11:33:18"
3295,"Bharti Infratel",,NULL,"2018-06-25 11:35:26","2018-06-25 11:35:26"
3296,"Bangur Cement",,1618,"2018-06-25 11:53:59","2018-06-25 11:53:59"
3297,"Hager Electro",,1619,"2018-06-25 12:00:49","2018-06-25 12:00:49"
3298,"Apollo MedSkills",,1620,"2018-06-25 12:05:24","2018-06-25 12:05:24"
3299,"Acer Granito",,1621,"2018-06-25 12:07:13","2018-06-25 12:07:13"
3300,"Elica Vitrified",,1622,"2018-06-25 12:13:54","2018-06-25 12:13:54"
3301,"Zed Vitrified",,1623,"2018-06-25 12:16:29","2018-06-25 12:16:29"
3302,"Maharashtra Seamless",,1624,"2018-06-25 12:19:48","2018-09-26 09:43:53"
3303,"Toshiba Mitsubhishi",,1625,"2018-06-25 13:04:34","2018-06-25 13:04:34"
3304,"Mass Machine Tools",,1626,"2018-06-25 13:20:20","2018-06-25 13:20:20"
3305,"Shantha Biotechnics",,1627,"2018-06-25 13:24:19","2018-06-25 13:24:19"
3306,"Sagar Cements",,1628,"2018-06-25 13:26:08","2018-06-25 13:26:08"
3307,"Natco Pharma",,1629,"2018-06-25 13:28:07","2018-06-25 13:28:07"
3308,"Bharat Biotech",,1630,"2018-06-25 13:30:27","2018-06-25 13:30:27"
3309,ICAR,,1631,"2018-06-25 13:33:34","2018-06-25 13:34:33"
3310,"Schenck Rotec",,1632,"2018-06-25 13:44:51","2018-06-25 13:44:51"
3311,"The Lalit",,1633,"2018-06-26 09:41:08","2018-06-26 09:41:56"
3312,"Power Finance Corporation",,1634,"2018-06-26 09:45:56","2018-06-26 09:45:56"
3313,"Delhi Agricultural Marketing Board",,1635,"2018-06-26 09:49:04","2018-06-26 09:49:04"
3314,"Reckitt Benckiser",,1636,"2018-06-26 09:51:09","2018-07-24 04:50:24"
3315,"Biological E",,1637,"2018-06-26 09:58:31","2018-06-26 09:58:31"
3316,SABIC,,1638,"2018-06-27 07:18:57","2018-06-27 07:19:02"
3317,BCIL,,1639,"2018-06-28 05:10:00","2018-06-28 05:10:05"
3318,V-Trans,,1640,"2018-06-28 06:03:50","2018-06-28 06:03:52"
3319,"Bharat Aluminium",,1641,"2018-06-28 10:45:17","2018-06-28 10:46:02"
3320,"Avadh Engineering",,1642,"2018-06-29 10:54:18","2018-06-29 10:54:23"
3321,"Naryara Energy",,1643,"2018-07-04 06:03:16","2018-07-04 06:03:18"
3322,"Briny Business Solutions",,1644,"2018-07-04 06:23:41","2018-07-04 06:26:14"
3323,"Vashisht Carbons",,1645,"1970-01-01 00:00:00","2018-07-04 06:37:56"
3324,Bizongo,,1646,"2018-07-04 07:02:40","2018-07-04 07:07:47"
3325,"Archana Enterprises",,1647,"2018-07-04 09:19:16","2018-07-04 09:20:21"
3326,"Rumy Consultancy Services",,1648,"2018-07-07 10:02:55","2018-07-07 10:03:05"
3327,"FTF Pharma",,1649,"2018-07-09 11:18:35","2018-07-09 11:20:33"
3328,"Adani Hazira",,1650,"2018-07-10 14:00:12","2018-07-10 14:00:14"
3329,"Panexcell Clinical",,1651,"2018-07-11 08:56:52","2018-07-11 08:56:54"
3330,"Trident Ltd.",,1652,"2018-07-11 11:12:19","2018-07-11 11:12:21"
3331,"YG Cutting Tools",,1654,"2018-07-13 06:50:36","2018-07-13 06:50:37"
3332,"Ajnara Group",,1655,"2018-07-13 09:05:50","2018-07-13 09:05:54"
3333,"Pentagon Machines And Tools",,1656,"2018-07-13 09:51:46","2018-07-13 09:51:48"
3334,"Ryker Base",,1658,"2018-07-13 09:59:02","2018-07-13 09:59:13"
3335,Rubamin,,1659,"2018-07-14 05:19:01","2018-07-14 05:19:01"
3336,"Perfetti Van Melle",,1660,"1970-01-01 00:00:00","2018-08-30 06:18:56"
3337,"Krishna Group",,1661,"2018-07-14 05:32:21","2018-07-14 05:32:21"
3338,"Inter - University Accelerator Centre",,1662,"2018-07-14 05:36:43","2018-07-14 05:36:43"
3339,"GMR Group",,1663,"2018-07-14 05:45:04","2018-07-30 05:48:35"
3340,NAAS,,1664,"2018-07-14 05:48:17","2018-07-14 05:48:17"
3341,WAPCOS,,1665,"2018-07-14 05:50:59","2018-07-14 05:50:59"
3342,"Division of Microbilogy",,1666,"2018-07-14 06:12:52","2018-07-14 06:12:52"
3343,"Pearl Metaplast",,1667,"2018-07-14 06:15:06","2018-07-14 06:15:06"
3344,"YFC Builder",,1668,"2018-07-14 06:17:35","2018-07-14 06:17:35"
3345,"Avi Worldwide",,1669,"2018-07-14 09:33:49","2018-07-14 09:33:51"
3346,"K R Industries",,1670,"2018-07-14 11:35:00","2018-07-14 11:35:06"
3347,Shell,,1708,"2018-07-16 09:01:21","2018-07-16 09:01:24"
3348,"Seeba Industries",,1672,"2018-07-16 10:27:11","2018-07-16 10:28:15"
3349,"TIFS India Entertainment",,NULL,NULL,NULL
3350,"Micron Enterprises",,1673,"2018-07-17 09:04:21","2018-08-08 07:40:06"
3353,Graindo,,1675,"2018-07-18 09:20:44","2018-07-18 09:20:50"
