Inquiry Number,BM #,Description,SO #,Order Date,AR Invoice #,AR Invoice Date,Qty,Unit Price,Selling Price (as per SO / AR Invoice),Margin (in %),Tax Type,Tax Rate,Tax Amount,Gross Total Selling
7653,BM9D4T4,Spine Board - Orange Colour with Belt,201136,31-Jan-17,200914,6-Feb-2017,2,3800,7600,24%,,0%,-,7600
7658,BM9D4Y2,HAWE HYDRAULIK Directional Seated Valve - G 3-1-G24,201129,31-Jan-17,200876,27-Jan-2017,2,1824,3648,8%,5.0% VAT,5%,182,3830
7683,BM9D4X7,HAWE HYDRAULIK Directional Seated Valve - G 3-1 R-G 24,201163,31-Jan-17,200900,7-Feb-2017,10,320,3200,21%,5.0% VAT,5%,160,3360
7755,BM9D5L2,HAWE HYDRAULIK Directional Seated Valve - GS 2-1-G24,201152,31-Jan-17,200890,2-Feb-2017,2,770,1540,19%,13.5% VAT,14%,216,1756
7755,BM9D5L3,"HAWE HYDRAULIK Pressure Limiting Valves, Plate Mounting - MVP 4 A",201152,31-Jan-17,200890,2-Feb-2017,2,1660,3320,17%,13.5% VAT,14%,465,3785
7792,BM9D1A6,HAWE HYDRAULIK Radial Piston Pump - R 09,201146,31-Jan-17,200931,13-Feb-2017,4,2125,8500,25%,13.5% VAT,14%,1190,9690
7866,BM9D5Z8,9PCS. EXTRA LONG BALL POINT HEX,201294,31-Jan-17,201015,28-Feb-2017,100,11.56,1156,39%,6.0% VAT,6%,69,1225
8027,BM9D8K2,"CRIMPING PLIER SET, 230mm-9 - PLIERS Model No 84-253-22",201324-1,31-Jan-17,201058,11-Mar-2017,1,2765,2765,44%,13.5% VAT,14%,387,3152
8109,BM0K8V4,"STANLEY MW408, Measuring Wheel, 318 mm/12\"" - 1-77-174",201258,31-Jan-17,200987,23-Feb-2017,10,233,2330,1%,15.0% VAT,15%,350,2680
8116,BM9D8N2,"FIX SPANNER 10-11M 
",201310,31-Jan-17,201022,1-Mar-2017,2,774.25,1548.5,22%,6.0% VAT,6%,93,1641
8157,BM9A8E6,FIX SPANNER 16 X 17MM,201304,31-Jan-17,201026,1-Mar-2017,2000,1.44,2880,37%,5.0% VAT,5%,144,3024
8159,BM0K8U4,"FIX SPANNER 12 X 13 FIX SPANNER
",201305,31-Jan-17,201041,4-Mar-2017,1080,10.4,11232,14%,5.0% VAT,5%,562,11794
8159,BM0K8L1,18 X 19MM FIX SPANNER,201305,31-Jan-17,201041,4-Mar-2017,1080,17.2,18576,14%,5.0% VAT,5%,929,19505
8159,BM0K9P1,"6"" ADJ. SPANNER",201305,31-Jan-17,201041,4-Mar-2017,1080,27,29160,14%,5.0% VAT,5%,1458,30618
8159,BM0K9C2,"12"" ADJ. SPANNER",201305,31-Jan-17,201041,4-Mar-2017,200,39.1,7820,3%,5.0% VAT,5%,391,8211
8159,BM0Z0R1,50mm DIA NYLON HAMMER PLASTIC HANDLE,201305,31-Jan-17,201041,4-Mar-2017,1000,1.7,1700,22%,5.0% VAT,5%,85,1785
8159,BM0K9W7,1LB BALL PEIN HAMMER STEEL TUBE SHAFT,201305,31-Jan-17,201041,4-Mar-2017,30,10.5,315,14%,15.0% VAT,15%,47,362
8159,BM0L0D8,JB Kwik Weld,201305,31-Jan-17,201041,4-Mar-2017,2000,0.8,1600,12%,5.0% VAT,5%,80,1680
8159,BM1B2N9,Welded Type Accumulator Gas Side Connection: M28 x 1.5(M),201305,31-Jan-17,201041,4-Mar-2017,4000,2,8000,0%,5.0% VAT,5%,400,8400
8161,BM0Y9Z9,PU Black on Black  Medium Size 8,201308-1,31-Jan-17,201042,4-Mar-2017,600,16,9600,-2%,5.0% VAT,5%,480,10080
8161,BM0K9J0,PUBlack on Black Large Size 9,201308-1,31-Jan-17,201042,4-Mar-2017,200,26.94,5388,11%,5.0% VAT,5%,269,5657
7555,BM9D3R7,PU Black on Black  Medium Size 8,2003561,31-Jan-17,3000895,9-Feb-2018,50,42.4,2226,17%,CSG@18%,18%,401,2627
7943,BM9D7F9,PUBlack on Black Large Size 9,201317,31-Jan-17,300096,3-May-2017,3,490,1470,17%,13.5% VAT,14%,206,1676
7943,BM9D7G1,Ultra Bright Zinc spray,201317,31-Jan-17,300096,3-May-2017,1,5265,5265,8%,13.5% VAT,14%,737,6002
10173,BM9G5F5,Ultra Bright Zinc spray,2000398,31-Jan-17,4000281,10-Nov-2017,1,40398,40398,3%,CGST + SGST 18%,18%,7272,47670
10173,BM9G5F6,Sikaflex 221,2000398,31-Jan-17,4000281,10-Nov-2017,1,43633,43633,3%,CGST + SGST 18%,18%,7854,51487
10173,BM9G5F7,Compression thickness tester Local make with BAKER dial KO2 (New model of JO2)with suitable dead weights to maintain pressure between 2 to 5 KPA and with Manufacturer test report,2000398,31-Jan-17,4000281,10-Nov-2017,1,38533,38533,3%,CGST + SGST 18%,18%,6936,45469
10173,BM9G5F8,Belt Sander,2000398,31-Jan-17,4000436,28-Dec-2017,2,13801,27602,3%,CGST + SGST 18%,18%,4968,32570
10173,BM9G5F9,Honeywell Printer,2000398,31-Jan-17,4000281,10-Nov-2017,1,79813,79813,3%,CGST + SGST 28%,28%,22348,"1,02,161"
10264,BM0C9A0,KARCHER SE 4002 SPRAY EXTRACTION AND VACCUM CLEANER,2000165,31-Jan-17,183,31-Jul-2017,1,669.49,776.49,-55%,IGST 18%,18%,140,916
10414,BM0C7B3,Fire Ext. ABC 6 kg M.S. Stand,2000264,31-Jan-17,151,31-Jul-2017,1,423.73,530.73,20%,IGST 18%,18%,96,626
10673,BM0C7Q0,Male connector ½”x12,2000389,31-Jan-17,211,23-Aug-2017,1,2331,2438,-36%,IGST 18%,18%,439,2877
7752,BM9D5M9,PU tube dia-12mm (Black colour),201155,01-Feb-17,200899,7-Feb-2017,4,19.48,77.92,8%,5.0% VAT,5%,4,82
7752,BM9D5N1,Union tee 12mm,201155,01-Feb-17,200899,7-Feb-2017,4,30.04,120.16,8%,5.0% VAT,5%,6,126
7752,BM9D5N2,Union elbow 12mm,201155,01-Feb-17,200899,7-Feb-2017,4,22.73,90.92,9%,5.0% VAT,5%,5,95
7752,BM9D5N3,"ACCUWEIGH Digital Weighing Scale for Jewellery and Commercial Purposes, Capacity - 500 gms",201155,01-Feb-17,200899,7-Feb-2017,4,38.15,152.6,8%,5.0% VAT,5%,8,160
7752,BM9D5N4,"STANLEY Level Jobmaster Torpedo Magnetic, Length 225 mm/9\"" - STHT42264-8 - BM1G0L1",201155,01-Feb-17,200899,7-Feb-2017,2,135,270,8%,5.0% VAT,5%,14,284
7752,BM9D5N5,PANAVISE 301 PCB Holders and Vices - Band -it-Band,201155,01-Feb-17,200899,7-Feb-2017,2,322.45,644.9,8%,5.0% VAT,5%,32,677
7752,BM9D5N6,"Biodegradable Meat Packing Plastic Bag, Size 11 x 14 - BM9C9J5",201155,01-Feb-17,200903,8-Feb-2017,2,2914,5828,-29%,5.0% VAT,5%,291,6119
7752,BM9D5N7,Nikon Coolpix A300 20.1MP Point and Shoot Camera with 4x Optical Zoom Silver,201155,01-Feb-17,200903,8-Feb-2017,1,903,903,-29%,5.0% VAT,5%,45,948
7794,BM9C2Y9,"Tungsten Ground wire Ø (Basic: 0.01060, Tolerance: +0.000049/-0) wire rod length(Basic:12.000, Tolerance: ±0.100)",201154,01-Feb-17,200933,14-Feb-2017,5,2500,12500,53%,13.5% VAT,14%,1750,14250
5989,BM9B8P7,"Tungsten Ground wire Ø (Basic: 0.01070, Tolerance: +0.000049/-0) wire rod length(Basic:12.000, Tolerance: ±0.100)",201157-1,02-Feb-17,200973,21-Feb-2017,2,13356,26712,37%,2.0% VAT,2%,534,27246
7444,BM9D3D9,"Tungsten Ground wire Ø (Basic: 0.01080, Tolerance: +0.000049/-0) wire rod length(Basic:12.000, Tolerance: ±0.100)",201159-1,02-Feb-17,200893,3-Feb-2017,50,37.14,1857,23%,15.0% VAT,15%,279,2136
7444,BM9D3E1,AIRSHOCK IPHONE 7 GREEN,201159-1,02-Feb-17,200893,3-Feb-2017,50,37.14,1857,23%,15.0% VAT,15%,279,2136
7444,BM9D3D9,AIRSHOCK IPHONE 7 ORANGE,201159-1,02-Feb-17,200929,13-Feb-2017,250,37.14,9285,29%,15.0% VAT,15%,1393,10678
7444,BM9D3E1,AIRSHOCK IPHONE 7 YELLOW,201159-1,02-Feb-17,200929,13-Feb-2017,50,37.14,1857,23%,15.0% VAT,15%,279,2136
7745,BM0O4C8,AIRSHOCK IPHONE 7 PINK,201160,02-Feb-17,200960,21-Feb-2017,72,389,28008,38%,13.5% VAT,14%,3921,31929
7745,BM0O4C8,AIRSHOCK IPHONE 7 LIGHT BLUE,201160,02-Feb-17,200937,15-Feb-2017,24,389,9336,23%,13.5% VAT,14%,1307,10643
7745,BM9D5M8,AIRSHOCK IPHONE 7 RED,201160,02-Feb-17,200937,15-Feb-2017,20,547.02,10940.4,24%,13.5% VAT,14%,1532,12472
7549,BM9C8A8,AIRSHOCK IPHONE 7 BLUE,201178,03-Feb-17,201210,30-Mar-2017,1,7312.5,7312.5,13%,2.0% VAT,2%,146,7459
7549,BM9C5J8,AIRSHOCK IPHONE 7 MILITARY GREEN,201178,03-Feb-17,201132,18-Mar-2017,1,32000,32000,-8%,2.0% VAT,2%,640,32640
7549,BM9C5J9,AIRSHOCK IPHONE 7 BLACK,201178,03-Feb-17,201131,18-Mar-2017,1,10500,10500,-2%,2.0% VAT,2%,210,10710
7549,BM9C5K3,AIRSHOCK IPHONE 7 WHITE,201178,03-Feb-17,201131,18-Mar-2017,1,21000,21000,-32%,2.0% VAT,2%,420,21420
7639,BM9D4M1,SLIMBUMPER IPHONE 7 GREEN,201164,03-Feb-17,200902,8-Feb-2017,3,358,1074,-61%,15.0% VAT,15%,161,1235
7741,BM9D5H8,SLIMBUMPER IPHONE 7 ORANGE,201173,03-Feb-17,200984,7-Feb-2017,21,134.24,2819.04,28%,13.5% VAT,14%,395,3214
7741,BM9D5H9,SLIMBUMPER IPHONE 7 YELLOW,201173,03-Feb-17,200984,7-Feb-2017,20,176,3520,37%,13.5% VAT,14%,493,4013
7741,BM9D5J1,SLIMBUMPER IPHONE 7 PINK,201173,03-Feb-17,200984,7-Feb-2017,7,174,1218,38%,13.5% VAT,14%,171,1389
7741,BM9D5J2,SLIMBUMPER IPHONE 7 LIGHT BLUE,201173,03-Feb-17,200984,7-Feb-2017,4,163,652,52%,13.5% VAT,14%,91,743
8206,BM9D9J7,SLIMBUMPER IPHONE 7 RED,201344,03-Feb-17,201080,10-Mar-2017,1,2000,2000,18%,13.5% VAT,14%,280,2280
8206,BM1G0L1,SLIMBUMPER IPHONE 7 BLUE,201344,03-Feb-17,201080,10-Mar-2017,1,279,279,-7%,6.0% VAT,6%,17,296
8206,BM9D9J8,SLIMBUMPER IPHONE 7 MILITARY GREEN,201344,03-Feb-17,201099,15-Mar-2017,1,10800,10800,14%,13.5% VAT,14%,1512,12312
8211,BM9C9J5,SLIMBUMPER IPHONE 7 BLACK,201343,03-Feb-17,201169,22-Mar-2017,30000,3.25,97500,4%,13.5% VAT,14%,13650,"1,11,150"
8213,BM9B9V9,SLIMBUMPER IPHONE 7 WHITE,201340,03-Feb-17,201060,7-Mar-2017,1,8967,8967,13%,13.5% VAT,14%,1255,10222
7287,BM9D2A5,SOFT CLEAR IPHONE 7 TRASPARENT,201174,06-Feb-17,201023,1-Mar-2017,25,1200,30000,3%,13.5% VAT,14%,4200,34200
7287,BM9D2A7,ULTRASLIM 0.3 IPHONE 7 GREEN,201174,06-Feb-17,201023,1-Mar-2017,25,1200,30000,3%,13.5% VAT,14%,4200,34200
7287,BM9D2A9,ULTRASLIM 0.3 IPHONE 7 ORANGE,201174,06-Feb-17,201023,1-Mar-2017,25,1200,30000,3%,13.5% VAT,14%,4200,34200
7346,BM9D1V9,ULTRASLIM 0.3 IPHONE 7 YELLOW,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,39%,13.5% VAT,14%,3437,27984
7346,BM9D1W1,ULTRASLIM 0.3 IPHONE 7 PINK,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1W2,ULTRASLIM 0.3 IPHONE 7 LIGHT BLUE,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1W3,ULTRASLIM 0.3 IPHONE 7 RED,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1W4,ULTRASLIM 0.3 IPHONE 7 BLUE,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1W5,ULTRASLIM 0.3 IPHONE 7 MILITARY GREEN,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1W6,ULTRASLIM 0.3 IPHONE 7 BLACK,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1W7,ULTRASLIM 0.3 IPHONE 7 WHITE,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1W8,250 Kw Motor Fan Shaft Diameter 90mm,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1W9,Novajet sticker sheet A4 size (1 pkt. :100 sheet),201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1X1,ANSELL Solvex 37?676 Nitrile Hand Gloves,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,39%,13.5% VAT,14%,4297,34993
7346,BM9D1X2,Ear Plug 1270,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1X3,PVC Teflon Tape 1 2,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1X4,TAPARIA C-Clamps 55mm - 1259-2,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1X5,TAPARIA C-Clamps 55mm - 1259-2,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1X6,TAPARIA Side Cutting Pliers Insulated With Thick C.A. SleevePrinted Bag Pkg - 1101-6 Econ,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1X7,TAPARIA Side Cutting Pliers Insulated With Thick C.A. SleevePrinted Bag Pkg - 1101-6 Econ,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1X8,TAPARIA Wire Stripping Pliers 6 - WS 06,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1X9,TAPARIA Wire Stripping Pliers 6 - WS 06,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1Y1,TAPARIA Flat Steel Files Bastard - FL 1501,201212,06-Feb-17,200895,15-Feb-2017,40,767.39,30695.6,41%,13.5% VAT,14%,4297,34993
7346,BM9D1Y2,TAPARIA Flat Steel Files Bastard - FL 1501,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Y3,TAPARIA Flat Steel Files Bastard - FL 3001,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Y4,TAPARIA Flat Steel Files Bastard - FL 3001,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Y5,TAPARIA Half Round Steel Files Bastard - HR 1501,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Y6,TAPARIA Half Round Steel Files Bastard - HR 1501,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Y7,TAPARIA Half Round Steel Files Bastard - HR 3001,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Y8,TAPARIA Half Round Steel Files Bastard - HR 3001,201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Y9,"TAPARIA Combination Pliers Insulated With Thick C.A Sleeve,Blister Packing Each With Joint Cutter - 1621-8/1621-8N",201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Z1,"TAPARIA Combination Pliers Insulated With Thick C.A Sleeve,Blister Packing Each With Joint Cutter - 1621-8/1621-8N",201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Z2,"TAPARIA Long Nose Insulated With Thick C.A. Sleeve, EconWith Printed Bag Pkg - 1420-6",201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7346,BM9D1Z3,"TAPARIA Long Nose Insulated With Thick C.A. Sleeve, EconWith Printed Bag Pkg - 1420-6",201212,06-Feb-17,200895,15-Feb-2017,40,613.68,24547.2,41%,13.5% VAT,14%,3437,27984
7834,BM9D5X2,"TAPARIA Chisels, Octagonal Chisels - 102C",201171,06-Feb-17,200907,8-Feb-2017,1,9288,9288,0%,15.0% VAT,15%,1393,10681
7871,BM9D4X7,"TAPARIA Chisels, Octagonal Chisels - 102C",201172,06-Feb-17,200918,11-Feb-2017,4,320,1280,21%,5.0% VAT,5%,64,1344
7871,BM0K9A7,TAPARIA Centre Punches Drift Punches,201172,06-Feb-17,200918,11-Feb-2017,50,82.4,4120,-25%,15.0% VAT,15%,618,4738
7871,BM0K9A3,TAPARIA Centre Punches Drift Punches,201172,06-Feb-17,200918,11-Feb-2017,10,44.8,448,6%,15.0% VAT,15%,67,515
7871,BM0K8H8,TAPARIA Flat Screw DriversC.A. Transparent Green Handle,201172,06-Feb-17,200918,11-Feb-2017,100,14.88,1488,6%,15.0% VAT,15%,223,1711
7737,BM0C0O4,TAPARIA Flat Screw DriversC.A. Transparent Green Handle,201635,06-Feb-17,400085,16-May-2017,1,194,194,4%,15.0% VAT,15%,29,223
7737,BM0C0O4,TAPARIA Flat Screw DriversC.A. Transparent Green Handle,201635,06-Feb-17,400027,24-Apr-2017,2,194,388,8%,15.0% VAT,15%,58,446
7737,BM0C0S4,TAPARIA Flat Screw DriversC.A. Transparent Green Handle,201635,06-Feb-17,400085,16-May-2017,1,145,145,3%,15.0% VAT,15%,22,167
7737,BM0C0S4,TAPARIA Flat Screw DriversC.A. Transparent Green Handle,201635,06-Feb-17,400027,24-Apr-2017,2,145,290,7%,15.0% VAT,15%,44,334
7737,BM0C0S9,TAPARIA Flat Screw DriversC.A. Transparent Green Handle,201635,06-Feb-17,400027,24-Apr-2017,10,44,440,8%,15.0% VAT,15%,66,506
7737,BM0C0S9,TAPARIA Flat Screw DriversC.A. Transparent Green Handle,201635,06-Feb-17,400085,16-May-2017,5,44,220,3%,15.0% VAT,15%,33,253
7737,BM0C0U4,TAPARIA Flat Screw DriversC.A. Transparent Green Handle,201635,06-Feb-17,400085,16-May-2017,1,106,106,3%,15.0% VAT,15%,16,122
7737,BM0C0U4,"Taparia Bilster Pkg,Phosphate Finish - 1170-6/1170N-6",201635,06-Feb-17,400027,24-Apr-2017,2,106,212,8%,15.0% VAT,15%,32,244
7737,BM0C0U7,"Taparia Bilster Pkg,Phosphate Finish - 1170-6/1170N-6",201635,06-Feb-17,400085,16-May-2017,1,165,165,3%,15.0% VAT,15%,25,190
7737,BM0C0U7,"Taparia Bilster Pkg,Phosphate Finish - 1173-12/1173N-12",201635,06-Feb-17,400027,24-Apr-2017,2,165,330,8%,15.0% VAT,15%,50,380
7737,BM0C1B6,"Taparia Bilster Pkg,Phosphate Finish - 1173-12/1173N-12",201635,06-Feb-17,400085,16-May-2017,1,218,218,3%,15.0% VAT,15%,33,251
7737,BM0C1B6,TAPARIA Allen Key Set mm Sizes Black Finish - KM9V,201635,06-Feb-17,400027,24-Apr-2017,2,218,436,7%,15.0% VAT,15%,65,501
7737,BM0C1B9,TAPARIA Allen Key Set mm Sizes Black Finish - KM9V,201635,06-Feb-17,400085,16-May-2017,2,474,948,3%,15.0% VAT,15%,142,1090
7737,BM0C1B9,TAPARIA Pipe Wrenches Stillson Type,201635,06-Feb-17,400027,24-Apr-2017,4,474,1896,7%,15.0% VAT,15%,284,2180
7737,BM0C3P3,TAPARIA Pipe Wrenches Stillson Type,201635,06-Feb-17,400085,16-May-2017,4,182,728,3%,15.0% VAT,15%,109,837
7737,BM0C3P3,"CRIMPING PLIER SET, 230mm-9 - PLIERS Model No 84-253-22",201635,06-Feb-17,400027,24-Apr-2017,8,182,1456,8%,15.0% VAT,15%,218,1674
7737,BM0C3R4,"CRIMPING PLIER SET, 230mm-9 - PLIERS Model No 84-253-22",201635,06-Feb-17,400085,16-May-2017,2,143,286,3%,15.0% VAT,15%,43,329
7737,BM0C3R4,RUBBER MALLET HAmmER 450GM-16,201635,06-Feb-17,400027,24-Apr-2017,4,143,572,8%,15.0% VAT,15%,86,658
7737,BM0C3X7,RUBBER MALLET HAmmER 450GM-16,201635,06-Feb-17,400085,16-May-2017,1,77,77,3%,15.0% VAT,15%,12,89
7737,BM0C3X7,TAPARIA Screwdriver Special with Neon Bulbs,201635,06-Feb-17,400027,24-Apr-2017,2,77,154,8%,15.0% VAT,15%,23,177
7737,BM0C3Z2,TAPARIA Screwdriver Special with Neon Bulbs,201635,06-Feb-17,400085,16-May-2017,1,31,31,0%,15.0% VAT,15%,5,36
7737,BM0C3Z2,Hacksaw frame,201635,06-Feb-17,400027,24-Apr-2017,2,31,62,6%,15.0% VAT,15%,9,71
7737,BM0C4H8,Hacksaw frame,201635,06-Feb-17,400085,16-May-2017,2,26,52,2%,15.0% VAT,15%,8,60
7737,BM0C4H8,18X8X8 .6MM 5 COMPGREENBLACK METAL TOOL BOX TOOL BOX,201635,06-Feb-17,400027,24-Apr-2017,4,26,104,7%,15.0% VAT,15%,16,120
7737,BM0C4I9,18X8X8 .6MM 5 COMPGREENBLACK METAL TOOL BOX TOOL BOX,201635,06-Feb-17,400085,16-May-2017,1,47,47,4%,15.0% VAT,15%,7,54
7737,BM0C4I9,GWS600 ANGLE GRINDER 100MM,201635,06-Feb-17,400027,24-Apr-2017,2,47,94,7%,15.0% VAT,15%,14,108
7737,BM0C4J0,GWS600 ANGLE GRINDER 100MM,201635,06-Feb-17,400085,16-May-2017,2,50,100,3%,15.0% VAT,15%,15,115
7737,BM0C4J0,6X7-30X32MM FIX SPANNERS SET 12PCS,201635,06-Feb-17,400027,24-Apr-2017,4,50,200,7%,15.0% VAT,15%,30,230
7737,BM0C4J6,6X7-30X32MM FIX SPANNERS SET 12PCS,201635,06-Feb-17,400085,16-May-2017,2,76,152,3%,15.0% VAT,15%,23,175
7737,BM0C4J6,6X7-30X32MM RING SPANNERS SET 12PCS,201635,06-Feb-17,400027,24-Apr-2017,4,76,304,7%,15.0% VAT,15%,46,350
7737,BM0C5G0,6X7-30X32MM RING SPANNERS SET 12PCS,201635,06-Feb-17,400085,16-May-2017,2,131,262,3%,15.0% VAT,15%,39,301
7737,BM0C5G0,SS RULES 300MM KRISTAL 12,201635,06-Feb-17,400027,24-Apr-2017,4,131,524,7%,15.0% VAT,15%,79,603
7737,BM0C5G3,SS RULES 300MM KRISTAL 12,201635,06-Feb-17,400085,16-May-2017,2,311,622,3%,15.0% VAT,15%,93,715
7737,BM0C5G3,SPIRIT LEVEL-12,201635,06-Feb-17,400027,24-Apr-2017,4,311,1244,7%,15.0% VAT,15%,187,1431
7737,BM0C5R7,SPIRIT LEVEL-12,201635,06-Feb-17,400085,16-May-2017,2,143,286,2%,15.0% VAT,15%,43,329
7737,BM0C5R7,Round files 6inch,201635,06-Feb-17,400027,24-Apr-2017,4,143,572,7%,15.0% VAT,15%,86,658
7737,BM0C6H5,Round files 6inch,201635,06-Feb-17,400085,16-May-2017,1,290,290,3%,15.0% VAT,15%,44,334
7737,BM0C6H5,10X13MTR STEEL MEASURING TAPE,201635,06-Feb-17,400027,24-Apr-2017,2,290,580,7%,15.0% VAT,15%,87,667
7737,BM0C7B3,10X13MTR STEEL MEASURING TAPE,201635,06-Feb-17,400085,16-May-2017,1,484,484,25%,15.0% VAT,15%,73,557
7737,BM0C7B3,OIL CAN 1/2 PINT,201635,06-Feb-17,400027,24-Apr-2017,2,484,968,30%,15.0% VAT,15%,145,1113
7737,BM0C7H0,OIL CAN 1/2 PINT,201635,06-Feb-17,400085,16-May-2017,1,182,182,5%,15.0% VAT,15%,27,209
7737,BM0C7H0,250MM ENGINEERS TRY SQUARE 10,201635,06-Feb-17,400027,24-Apr-2017,2,182,364,10%,15.0% VAT,15%,55,419
7737,BM0J3S0,250MM ENGINEERS TRY SQUARE 10,201635,06-Feb-17,400027,24-Apr-2017,10,39,390,7%,15.0% VAT,15%,59,449
7737,BM0J3S0,Virtua in safety eye wear,201635,06-Feb-17,400085,16-May-2017,5,39,195,2%,15.0% VAT,15%,29,224
7737,BM0O6Q3,Virtua in safety eye wear,201635,06-Feb-17,400085,16-May-2017,1,541,541,5%,15.0% VAT,15%,81,622
7737,BM0O6Q3,Half Body Safety Belt,201635,06-Feb-17,400027,24-Apr-2017,2,541,1082,9%,15.0% VAT,15%,162,1244
7737,BM9B5X6,Half Body Safety Belt,201635,06-Feb-17,400085,16-May-2017,1,476,476,5%,15.0% VAT,15%,71,547
7737,BM9B5X6,Bosch Impact Drill Model No GSB 13 RE with smart kit,201635,06-Feb-17,400027,24-Apr-2017,2,476,952,9%,15.0% VAT,15%,143,1095
7737,BM9B5X7,Bosch Impact Drill Model No GSB 13 RE with smart kit,201635,06-Feb-17,400085,16-May-2017,1,1855,1855,2%,15.0% VAT,15%,278,2133
7737,BM9B5X7,"Cross Pein Hammers Drop Forged Steel, Induction Hardemed Seasoned Wood Handle 600 gms",201635,06-Feb-17,400027,24-Apr-2017,2,1855,3710,7%,15.0% VAT,15%,557,4267
7737,BM9B5X9,"Cross Pein Hammers Drop Forged Steel, Induction Hardemed Seasoned Wood Handle 600 gms",201635,06-Feb-17,400085,16-May-2017,1,529,529,3%,15.0% VAT,15%,79,608
7737,BM9B5X9,Round File 12 inch,201635,06-Feb-17,400027,24-Apr-2017,2,529,1058,7%,15.0% VAT,15%,159,1217
7737,BM9B5Y1,Round File 12 inch,201635,06-Feb-17,400085,16-May-2017,1,1121,1121,3%,15.0% VAT,15%,168,1289
7737,BM9B5Y1,"Model No 801 Auto, Auto / Manual, 334 Digit, 3999 Count LCD, APO, Capacitance,Frequency, Duty Cycle Temperature For More details please go through attached Catalog",201635,06-Feb-17,400027,24-Apr-2017,2,1121,2242,7%,15.0% VAT,15%,336,2578
7737,BM9B5Y3,"Model No 801 Auto, Auto / Manual, 334 Digit, 3999 Count LCD, APO, Capacitance,Frequency, Duty Cycle Temperature For More details please go through attached Catalog",201635,06-Feb-17,400085,16-May-2017,2,42,84,10%,15.0% VAT,15%,13,97
7737,BM9B5Y3,Model No 1008 TRMS For More details please go through attached Catalog,201635,06-Feb-17,400027,24-Apr-2017,4,42,168,14%,15.0% VAT,15%,25,193
