legacy_id,payment_id,order_legacy_id,payment_method,amount_received,amount_left,payment_due_date,payment_received_date,entry_date,comments,invoice_legacy_id,remote_reference,followup_date,payment_currency,tally_remote_uid,currency_rate
1,200262,1813,banktransfer,2233.00,0.00,NULL,NULL,2017-08-11,NULL,3278,NULL,NULL,0,NULL,1.0000
2,200262,1813,banktransfer,5132.00,0.00,NULL,NULL,2017-08-11,NULL,3279,NULL,NULL,0,NULL,1.0000
3,200262,1813,banktransfer,517.00,0.00,NULL,NULL,2017-08-11,NULL,3280,NULL,NULL,0,NULL,1.0000
4,200262,1813,banktransfer,6541.00,0.00,NULL,NULL,2017-08-11,NULL,3281,NULL,NULL,0,NULL,1.0000
5,200262,1813,banktransfer,4481.00,0.00,NULL,NULL,2017-08-11,NULL,3282,NULL,NULL,0,NULL,1.0000
6,2000332,4014,banktransfer,490.00,0.00,NULL,NULL,2017-08-11,NULL,3283,NULL,NULL,0,NULL,1.0000
7,2000332,4014,banktransfer,19781.00,0.00,NULL,NULL,2017-08-11,NULL,3284,NULL,NULL,0,NULL,1.0000
8,2000332,4014,banktransfer,11660.00,0.00,NULL,NULL,2017-08-11,NULL,3285,NULL,NULL,0,NULL,1.0000
9,2000332,4014,banktransfer,3949.00,0.00,NULL,NULL,2017-08-11,NULL,3286,NULL,NULL,0,NULL,1.0000
10,200383,1934,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,3287,NULL,NULL,0,NULL,1.0000
11,200383,1934,banktransfer,3667.00,0.00,NULL,NULL,2017-08-11,NULL,3288,NULL,NULL,0,NULL,1.0000
12,200383,1934,banktransfer,2444.00,0.00,NULL,NULL,2017-08-11,NULL,3289,NULL,NULL,0,NULL,1.0000
13,2000333,4015,banktransfer,10501.00,0.00,NULL,NULL,2017-08-11,NULL,3290,NULL,NULL,0,NULL,1.0000
14,2000334,4016,banktransfer,10671.00,0.00,NULL,NULL,2017-08-11,NULL,3291,NULL,NULL,0,NULL,1.0000
15,2000334,4016,banktransfer,69222.00,0.00,NULL,NULL,2017-08-11,NULL,3292,NULL,NULL,0,NULL,1.0000
16,200189,1741,banktransfer,1214232.00,0.00,NULL,NULL,2017-08-11,NULL,3293,NULL,NULL,0,NULL,1.0000
17,2000335,4017,banktransfer,2233202.00,0.00,NULL,NULL,2017-08-11,NULL,3294,NULL,NULL,0,NULL,1.0000
18,100001203,1288,banktransfer,617.00,0.00,NULL,NULL,2017-08-11,NULL,3295,NULL,NULL,0,NULL,1.0000
19,2000336,4018,banktransfer,3581.00,0.00,NULL,NULL,2017-08-11,NULL,3296,NULL,NULL,0,NULL,1.0000
20,2000336,4018,banktransfer,1470.00,0.00,NULL,NULL,2017-08-11,NULL,3297,NULL,NULL,0,NULL,1.0000
21,200330,1882,banktransfer,8777.00,0.00,NULL,NULL,2017-08-11,NULL,3298,NULL,NULL,0,NULL,1.0000
22,200330,1882,banktransfer,2926.00,0.00,NULL,NULL,2017-08-11,NULL,3299,NULL,NULL,0,NULL,1.0000
23,200330,1882,banktransfer,4388.00,0.00,NULL,NULL,2017-08-11,NULL,3300,NULL,NULL,0,NULL,1.0000
24,100001202,1675,banktransfer,5145.00,0.00,NULL,NULL,2017-08-11,NULL,3301,NULL,NULL,0,NULL,1.0000
25,200577,2134,banktransfer,5724.00,0.00,NULL,NULL,2017-08-11,NULL,3302,NULL,NULL,0,NULL,1.0000
26,100001436,1531,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,3303,NULL,NULL,0,NULL,1.0000
27,200616,2158,banktransfer,52540.00,0.00,NULL,NULL,2017-08-11,NULL,3304,NULL,NULL,0,NULL,1.0000
28,200616,2158,banktransfer,650282.00,0.00,NULL,NULL,2017-08-11,NULL,3305,NULL,NULL,0,NULL,1.0000
29,200616,2158,banktransfer,36536.00,0.00,NULL,NULL,2017-08-11,NULL,3306,NULL,NULL,0,NULL,1.0000
30,200708,2256,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,3309,NULL,NULL,0,NULL,1.0000
31,200305,1856,banktransfer,3614.00,0.00,NULL,NULL,2017-08-11,NULL,3310,NULL,NULL,0,NULL,1.0000
32,200709,2257,banktransfer,2715301.00,0.00,NULL,NULL,2017-08-11,NULL,3311,NULL,NULL,0,NULL,1.0000
33,200803,2351,banktransfer,171.00,0.00,NULL,NULL,2017-08-11,NULL,3312,NULL,NULL,0,NULL,1.0000
34,200803,2351,banktransfer,10265.00,0.00,NULL,NULL,2017-08-11,NULL,3313,NULL,NULL,0,NULL,1.0000
35,200803,2351,banktransfer,5184.00,0.00,NULL,NULL,2017-08-11,NULL,3314,NULL,NULL,0,NULL,1.0000
36,200803,2351,banktransfer,3222.00,0.00,NULL,NULL,2017-08-11,NULL,3315,NULL,NULL,0,NULL,1.0000
37,200846,2397,banktransfer,5621.00,0.00,NULL,NULL,2017-08-11,NULL,3316,NULL,NULL,0,NULL,1.0000
38,201841,3409,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,2877,NULL,NULL,0,NULL,1.0000
39,201843,3411,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,2878,NULL,NULL,0,NULL,1.0000
40,200007,1569,banktransfer,24500.00,0.00,NULL,NULL,2017-08-11,NULL,1164,NULL,NULL,0,NULL,1.0000
41,200012,1574,banktransfer,2588.00,0.00,NULL,NULL,2017-08-11,NULL,1167,NULL,NULL,0,NULL,1.0000
42,200013,1585,banktransfer,2183.00,0.00,NULL,NULL,2017-08-11,NULL,1170,NULL,NULL,0,NULL,1.0000
43,200028,1590,banktransfer,2667801.00,0.00,NULL,NULL,2017-08-11,NULL,1172,NULL,NULL,0,NULL,1.0000
44,200023,1586,banktransfer,1048.00,0.00,NULL,NULL,2017-08-11,NULL,1174,NULL,NULL,0,NULL,1.0000
45,200030,1592,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1175,NULL,NULL,0,NULL,1.0000
46,200046,1607,,1.00,0.00,NULL,2017-11-30,2017-08-11,NULL,1176,,NULL,0,,1.0000
47,200048,1609,banktransfer,1006.00,0.00,NULL,NULL,2017-08-11,NULL,1177,NULL,NULL,0,NULL,1.0000
48,200049,1610,banktransfer,53872.00,0.00,NULL,NULL,2017-08-11,NULL,1178,NULL,NULL,0,NULL,1.0000
49,100000382,474,banktransfer,83829.00,0.00,NULL,NULL,2017-08-11,NULL,1179,NULL,NULL,0,NULL,1.0000
50,200050,1611,banktransfer,12465.00,0.00,NULL,NULL,2017-08-11,NULL,1180,NULL,NULL,0,NULL,1.0000
51,200051,1612,banktransfer,2231.00,0.00,NULL,NULL,2017-08-11,NULL,1181,NULL,NULL,0,NULL,1.0000
52,200053,1614,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1184,NULL,NULL,0,NULL,1.0000
53,200035,1597,banktransfer,102094.00,0.00,NULL,NULL,2017-08-11,NULL,1186,NULL,NULL,0,NULL,1.0000
54,200058,1619,banktransfer,132544.00,0.00,NULL,NULL,2017-08-11,NULL,1187,NULL,NULL,0,NULL,1.0000
55,200036,1598,banktransfer,11138.00,0.00,NULL,NULL,2017-08-11,NULL,1188,NULL,NULL,0,NULL,1.0000
56,200060,1621,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1189,NULL,NULL,0,NULL,1.0000
57,200061,1622,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1190,NULL,NULL,0,NULL,1.0000
58,200062,1623,banktransfer,71033.00,0.00,NULL,NULL,2017-08-11,NULL,1191,NULL,NULL,0,NULL,1.0000
59,200065,1626,banktransfer,207496.00,0.00,NULL,NULL,2017-08-11,NULL,1192,NULL,NULL,0,NULL,1.0000
60,100001193,1279,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1194,NULL,NULL,0,NULL,1.0000
61,200016,1578,banktransfer,12660.00,0.00,NULL,NULL,2017-08-11,NULL,1195,NULL,NULL,0,NULL,1.0000
62,200069,1630,banktransfer,8827.00,0.00,NULL,NULL,2017-08-11,NULL,1196,NULL,NULL,0,NULL,1.0000
63,200005,1567,banktransfer,2295.00,0.00,NULL,NULL,2017-08-11,NULL,1197,NULL,NULL,0,NULL,1.0000
64,200078,1639,banktransfer,88291.00,0.00,NULL,NULL,2017-08-11,NULL,1198,NULL,NULL,0,NULL,1.0000
65,200081,1642,banktransfer,2689.00,0.00,NULL,NULL,2017-08-11,NULL,1200,NULL,NULL,0,NULL,1.0000
66,200696,2244,banktransfer,17668.00,0.00,NULL,NULL,2017-08-11,NULL,1772,NULL,NULL,0,NULL,1.0000
67,200084,1644,banktransfer,67103.00,0.00,NULL,NULL,2017-08-11,NULL,1203,NULL,NULL,0,NULL,1.0000
68,200088,1648,banktransfer,6120.00,0.00,NULL,NULL,2017-08-11,NULL,1204,NULL,NULL,0,NULL,1.0000
69,200697,2245,banktransfer,85709.00,0.00,NULL,NULL,2017-08-11,NULL,1773,NULL,NULL,0,NULL,1.0000
70,200083,1643,banktransfer,31781.00,0.00,NULL,NULL,2017-08-11,NULL,1206,NULL,NULL,0,NULL,1.0000
71,200698,2246,banktransfer,226898.00,0.00,NULL,NULL,2017-08-11,NULL,1774,NULL,NULL,0,NULL,1.0000
72,200068,1629,banktransfer,52268.00,0.00,NULL,NULL,2017-08-11,NULL,1208,NULL,NULL,0,NULL,1.0000
73,200087,1647,banktransfer,62785.00,0.00,NULL,NULL,2017-08-11,NULL,1209,NULL,NULL,0,NULL,1.0000
74,200094,1652,banktransfer,30780.00,0.00,NULL,NULL,2017-08-11,NULL,1210,NULL,NULL,0,NULL,1.0000
75,200068,1629,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1211,NULL,NULL,0,NULL,1.0000
76,200073,1634,,1.00,0.00,NULL,2016-11-21,2017-08-11,NULL,1212,,NULL,0,,1.0000
77,200105,1663,banktransfer,1075.00,0.00,NULL,NULL,2017-08-11,NULL,1213,NULL,NULL,0,NULL,1.0000
78,200037,1599,banktransfer,16036.00,0.00,NULL,NULL,2017-08-11,NULL,1214,NULL,NULL,0,NULL,1.0000
79,200063,1624,banktransfer,1333.00,0.00,NULL,NULL,2017-08-11,NULL,1215,NULL,NULL,0,NULL,1.0000
80,200104,1662,banktransfer,78750.00,0.00,NULL,NULL,2017-08-11,NULL,1216,NULL,NULL,0,NULL,1.0000
81,200106,2161,banktransfer,12547.00,0.00,NULL,NULL,2017-08-11,NULL,1669,NULL,NULL,0,NULL,1.0000
82,200078,1639,banktransfer,9810.00,0.00,NULL,NULL,2017-08-11,NULL,1218,NULL,NULL,0,NULL,1.0000
83,200112,1670,banktransfer,42738.00,0.00,NULL,NULL,2017-08-11,NULL,1219,NULL,NULL,0,NULL,1.0000
84,200113,1671,banktransfer,27738.00,0.00,NULL,NULL,2017-08-11,NULL,1220,NULL,NULL,0,NULL,1.0000
85,200701,2249,banktransfer,62807.00,0.00,NULL,NULL,2017-08-11,NULL,1775,NULL,NULL,0,NULL,1.0000
86,200096,1654,banktransfer,10957.00,0.00,NULL,NULL,2017-08-11,NULL,1222,NULL,NULL,0,NULL,1.0000
87,200040,1602,banktransfer,4416.00,0.00,NULL,NULL,2017-08-11,NULL,1223,NULL,NULL,0,NULL,1.0000
88,100001202,1675,banktransfer,10219.00,0.00,NULL,NULL,2017-08-11,NULL,1225,NULL,NULL,0,NULL,1.0000
89,200123,1679,banktransfer,3487.00,0.00,NULL,NULL,2017-08-11,NULL,1227,NULL,NULL,0,NULL,1.0000
90,200132,1685,banktransfer,3910.00,0.00,NULL,NULL,2017-08-11,NULL,1228,NULL,NULL,0,NULL,1.0000
91,200133,1686,banktransfer,206.00,0.00,NULL,NULL,2017-08-11,NULL,1229,NULL,NULL,0,NULL,1.0000
92,200535,2306,banktransfer,60667.00,0.00,NULL,NULL,2017-08-11,NULL,1776,NULL,NULL,0,NULL,1.0000
93,200140,1693,banktransfer,1441.00,0.00,NULL,NULL,2017-08-11,NULL,1251,NULL,NULL,0,NULL,1.0000
94,200139,1692,banktransfer,219614.00,0.00,NULL,NULL,2017-08-11,NULL,1252,NULL,NULL,0,NULL,1.0000
95,200094,1652,banktransfer,10500.00,0.00,NULL,NULL,2017-08-11,NULL,1256,NULL,NULL,0,NULL,1.0000
96,200038,1600,banktransfer,38547.00,0.00,NULL,NULL,2017-08-11,NULL,1257,NULL,NULL,0,NULL,1.0000
97,200149,1701,banktransfer,-538.00,538.00,NULL,NULL,2017-08-11,NULL,1259,NULL,NULL,0,NULL,1.0000
98,200127,1681,banktransfer,10508.00,0.00,NULL,NULL,2017-08-11,NULL,1260,NULL,NULL,0,NULL,1.0000
99,200114,1672,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1261,NULL,NULL,0,NULL,1.0000
100,200156,1707,banktransfer,22831.00,0.00,NULL,NULL,2017-08-11,NULL,1262,NULL,NULL,0,NULL,1.0000
101,200157,1708,banktransfer,10203.00,0.00,NULL,NULL,2017-08-11,NULL,1263,NULL,NULL,0,NULL,1.0000
102,200103,1661,,24073.60,0.00,NULL,2017-11-30,2017-08-11,NULL,1264,34,NULL,0,NULL,1.0000
103,200151,1702,banktransfer,26111.00,0.00,NULL,NULL,2017-08-11,NULL,1265,NULL,NULL,0,NULL,1.0000
104,100001074,1166,banktransfer,22684.00,0.00,NULL,NULL,2017-08-11,NULL,1266,NULL,NULL,0,NULL,1.0000
105,100001145,1236,banktransfer,202500.00,0.00,NULL,NULL,2017-08-11,NULL,1267,NULL,NULL,0,NULL,1.0000
106,200158,1709,banktransfer,49430.00,0.00,NULL,NULL,2017-08-11,NULL,1269,NULL,NULL,0,NULL,1.0000
107,200135,1688,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1270,NULL,NULL,0,NULL,1.0000
108,200152,1704,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1271,NULL,NULL,0,NULL,1.0000
109,200159,1710,banktransfer,905812.00,0.00,NULL,NULL,2017-08-11,NULL,1272,NULL,NULL,0,NULL,1.0000
110,200074,1635,banktransfer,6221.00,0.00,NULL,NULL,2017-08-11,NULL,1277,NULL,NULL,0,NULL,1.0000
111,200168,1719,banktransfer,5659.00,0.00,NULL,NULL,2017-08-11,NULL,1280,NULL,NULL,0,NULL,1.0000
112,200166,1717,banktransfer,8438.00,0.00,NULL,NULL,2017-08-11,NULL,1312,NULL,NULL,0,NULL,1.0000
113,200136,1689,banktransfer,8908.00,0.00,NULL,NULL,2017-08-11,NULL,1324,NULL,NULL,0,NULL,1.0000
114,200055,1616,banktransfer,12191.00,0.00,NULL,NULL,2017-08-11,NULL,1325,NULL,NULL,0,NULL,1.0000
115,200146,1698,banktransfer,50873.00,0.00,NULL,NULL,2017-08-11,NULL,1326,NULL,NULL,0,NULL,1.0000
116,200096,1654,banktransfer,15120.00,0.00,NULL,NULL,2017-08-11,NULL,1327,NULL,NULL,0,NULL,1.0000
117,200138,1691,banktransfer,2520000.00,0.00,NULL,NULL,2017-08-11,NULL,1336,NULL,NULL,0,NULL,1.0000
118,200163,1714,banktransfer,345418.00,0.00,NULL,NULL,2017-08-11,NULL,1311,NULL,NULL,0,NULL,1.0000
119,200166,1717,banktransfer,350.00,0.00,NULL,NULL,2017-08-11,NULL,1340,NULL,NULL,0,NULL,1.0000
120,200085,1645,banktransfer,68275.00,0.00,NULL,NULL,2017-08-11,NULL,1348,NULL,NULL,0,NULL,1.0000
121,200122,1678,banktransfer,832.00,0.00,NULL,NULL,2017-08-11,NULL,1371,NULL,NULL,0,NULL,1.0000
122,200129,1683,banktransfer,83888.00,0.00,NULL,NULL,2017-08-11,NULL,1372,NULL,NULL,0,NULL,1.0000
123,200231,1783,banktransfer,41964.00,0.00,NULL,NULL,2017-08-11,NULL,1379,NULL,NULL,0,NULL,1.0000
124,200134,1687,banktransfer,8545.00,0.00,NULL,NULL,2017-08-11,NULL,1384,NULL,NULL,0,NULL,1.0000
125,200259,1810,banktransfer,14713.00,0.00,NULL,NULL,2017-08-11,NULL,1385,NULL,NULL,0,NULL,1.0000
126,200100,1658,banktransfer,1326.00,0.00,NULL,NULL,2017-08-11,NULL,1390,NULL,NULL,0,NULL,1.0000
127,200108,1666,banktransfer,840.00,0.00,NULL,NULL,2017-08-11,NULL,1386,NULL,NULL,0,NULL,1.0000
128,200266,1817,banktransfer,56070.00,0.00,NULL,NULL,2017-08-11,NULL,1388,NULL,NULL,0,NULL,1.0000
129,200198,1750,banktransfer,8041.00,0.00,NULL,NULL,2017-08-11,NULL,1391,NULL,NULL,0,NULL,1.0000
130,200268,1819,,13396.35,0.00,NULL,2017-11-30,2017-08-11,NULL,1392,34,NULL,0,NULL,1.0000
131,200269,1820,banktransfer,29799.00,0.00,NULL,NULL,2017-08-11,NULL,1393,NULL,NULL,0,NULL,1.0000
132,200271,1822,banktransfer,14821.00,0.00,NULL,NULL,2017-08-11,NULL,1395,NULL,NULL,0,NULL,1.0000
133,200121,1677,banktransfer,20622.00,0.00,NULL,NULL,2017-08-11,NULL,1394,NULL,NULL,0,NULL,1.0000
134,200002,1565,banktransfer,18125.00,0.00,NULL,NULL,2017-08-11,NULL,1396,NULL,NULL,0,NULL,1.0000
135,200006,1568,banktransfer,19034.00,0.00,NULL,NULL,2017-08-11,NULL,1397,NULL,NULL,0,NULL,1.0000
136,200211,1763,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1398,NULL,NULL,0,NULL,1.0000
137,200080,1641,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1400,NULL,NULL,0,NULL,1.0000
138,200254,1805,banktransfer,17273.00,0.00,NULL,NULL,2017-08-11,NULL,1401,NULL,NULL,0,NULL,1.0000
139,200100,1658,banktransfer,4515.00,0.00,NULL,NULL,2017-08-11,NULL,1405,NULL,NULL,0,NULL,1.0000
140,100001041,1835,banktransfer,3402.00,0.00,NULL,NULL,2017-08-11,NULL,1406,NULL,NULL,0,NULL,1.0000
141,200276,1827,banktransfer,4200.00,0.00,NULL,NULL,2017-08-11,NULL,1407,NULL,NULL,0,NULL,1.0000
142,200110,1668,banktransfer,1785.00,0.00,NULL,NULL,2017-08-11,NULL,1402,NULL,NULL,0,NULL,1.0000
143,200107,1665,banktransfer,1695.00,0.00,NULL,NULL,2017-08-11,NULL,1403,NULL,NULL,0,NULL,1.0000
144,200286,1837,banktransfer,7350.00,0.00,NULL,NULL,2017-08-11,NULL,1408,NULL,NULL,0,NULL,1.0000
145,200268,1819,banktransfer,4465.00,0.00,NULL,NULL,2017-08-11,NULL,1409,NULL,NULL,0,NULL,1.0000
146,200092,1650,banktransfer,29912.00,0.00,NULL,NULL,2017-08-11,NULL,1404,NULL,NULL,0,NULL,1.0000
147,200248,1800,banktransfer,33325.00,0.00,NULL,NULL,2017-08-11,NULL,1410,NULL,NULL,0,NULL,1.0000
148,200609,2150,banktransfer,2108999.00,0.00,NULL,NULL,2017-08-11,NULL,2097,NULL,NULL,0,NULL,1.0000
149,200232,1784,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1411,NULL,NULL,0,NULL,1.0000
150,200281,1832,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1412,NULL,NULL,0,NULL,1.0000
151,200293,1844,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1413,NULL,NULL,0,NULL,1.0000
152,100001077,1169,banktransfer,49817.00,0.00,NULL,NULL,2017-08-11,NULL,1286,NULL,NULL,0,NULL,1.0000
153,200147,2389,banktransfer,34201.00,0.00,NULL,NULL,2017-08-11,NULL,1862,NULL,NULL,0,NULL,1.0000
154,200270,1821,banktransfer,19688.00,0.00,NULL,NULL,2017-08-11,NULL,1415,NULL,NULL,0,NULL,1.0000
155,200287,1838,banktransfer,602700.00,0.00,NULL,NULL,2017-08-11,NULL,1417,NULL,NULL,0,NULL,1.0000
156,200290,1841,,7560.00,0.00,NULL,2017-11-30,2017-08-11,NULL,1418,34,NULL,0,NULL,1.0000
157,200288,1839,,3780.00,0.00,NULL,2017-11-30,2017-08-11,NULL,1419,34,NULL,0,NULL,1.0000
158,200021,1583,banktransfer,223790.00,0.00,NULL,NULL,2017-08-11,NULL,1420,NULL,NULL,0,NULL,1.0000
159,200099,1657,banktransfer,91607.00,0.00,NULL,NULL,2017-08-11,NULL,1421,NULL,NULL,0,NULL,1.0000
160,200303,1854,banktransfer,37825.00,0.00,NULL,NULL,2017-08-11,NULL,1426,NULL,NULL,0,NULL,1.0000
161,200295,1846,banktransfer,73501.00,0.00,NULL,NULL,2017-08-11,NULL,1423,NULL,NULL,0,NULL,1.0000
162,200300,1851,banktransfer,44560.00,0.00,NULL,NULL,2017-08-11,NULL,1424,NULL,NULL,0,NULL,1.0000
163,200092,1650,banktransfer,63848.00,0.00,NULL,NULL,2017-08-11,NULL,1425,NULL,NULL,0,NULL,1.0000
164,200303,1854,banktransfer,16290.00,0.00,NULL,NULL,2017-08-11,NULL,1427,NULL,NULL,0,NULL,1.0000
165,200303,1854,banktransfer,5122.00,0.00,NULL,NULL,2017-08-11,NULL,1428,NULL,NULL,0,NULL,1.0000
166,200303,1854,banktransfer,13223.00,0.00,NULL,NULL,2017-08-11,NULL,1429,NULL,NULL,0,NULL,1.0000
167,200303,1854,banktransfer,40986.00,0.00,NULL,NULL,2017-08-11,NULL,1430,NULL,NULL,0,NULL,1.0000
168,200275,1826,banktransfer,19104.00,0.00,NULL,NULL,2017-08-11,NULL,1431,NULL,NULL,0,NULL,1.0000
169,100001128,1996,banktransfer,67720.00,0.00,NULL,NULL,2017-08-11,NULL,1550,NULL,NULL,0,NULL,1.0000
170,200304,1855,banktransfer,24221.00,0.00,NULL,NULL,2017-08-11,NULL,1433,NULL,NULL,0,NULL,1.0000
171,200314,1865,banktransfer,3570.00,0.00,NULL,NULL,2017-08-11,NULL,1434,NULL,NULL,0,NULL,1.0000
172,200274,1825,banktransfer,3605.00,0.00,NULL,NULL,2017-08-11,NULL,1435,NULL,NULL,0,NULL,1.0000
173,200274,1825,banktransfer,2576.00,0.00,NULL,NULL,2017-08-11,NULL,1436,NULL,NULL,0,NULL,1.0000
174,200262,1813,banktransfer,5621.00,0.00,NULL,NULL,2017-08-11,NULL,1437,NULL,NULL,0,NULL,1.0000
175,200282,1833,banktransfer,49508.00,0.00,NULL,NULL,2017-08-11,NULL,1438,NULL,NULL,0,NULL,1.0000
176,200121,1677,banktransfer,8862.00,0.00,NULL,NULL,2017-08-11,NULL,1439,NULL,NULL,0,NULL,1.0000
177,200319,1871,banktransfer,43170.00,0.00,NULL,NULL,2017-08-11,NULL,1441,NULL,NULL,0,NULL,1.0000
178,200320,1872,banktransfer,12000.00,0.00,NULL,NULL,2017-08-11,NULL,1442,NULL,NULL,0,NULL,1.0000
179,200320,1872,banktransfer,5132.00,0.00,NULL,NULL,2017-08-11,NULL,1443,NULL,NULL,0,NULL,1.0000
180,200328,1880,banktransfer,2212.00,0.00,NULL,NULL,2017-08-11,NULL,1444,NULL,NULL,0,NULL,1.0000
181,200328,1880,banktransfer,16002.00,0.00,NULL,NULL,2017-08-11,NULL,1445,NULL,NULL,0,NULL,1.0000
182,200326,1878,banktransfer,3884.00,0.00,NULL,NULL,2017-08-11,NULL,1446,NULL,NULL,0,NULL,1.0000
183,200330,1882,banktransfer,1463.00,0.00,NULL,NULL,2017-08-11,NULL,1447,NULL,NULL,0,NULL,1.0000
184,200318,1870,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1448,NULL,NULL,0,NULL,1.0000
185,200319,1871,banktransfer,11727.00,0.00,NULL,NULL,2017-08-11,NULL,1449,NULL,NULL,0,NULL,1.0000
186,200278,1829,banktransfer,90450.00,0.00,NULL,NULL,2017-08-11,NULL,1450,NULL,NULL,0,NULL,1.0000
187,200026,1589,banktransfer,850500.00,0.00,NULL,NULL,2017-08-11,NULL,1452,NULL,NULL,0,NULL,1.0000
188,200093,2552,banktransfer,449814.00,0.00,NULL,NULL,2017-08-11,NULL,2126,NULL,NULL,0,NULL,1.0000
189,200334,1885,banktransfer,2374.00,0.00,NULL,NULL,2017-08-11,NULL,1454,NULL,NULL,0,NULL,1.0000
190,200294,1845,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1455,NULL,NULL,0,NULL,1.0000
191,200147,2389,banktransfer,40739.00,0.00,NULL,NULL,2017-08-11,NULL,1863,NULL,NULL,0,NULL,1.0000
192,100001103,1195,banktransfer,124950.00,0.00,NULL,NULL,2017-08-11,NULL,1457,NULL,NULL,0,NULL,1.0000
193,200313,1864,banktransfer,4410.00,0.00,NULL,NULL,2017-08-11,NULL,1458,NULL,NULL,0,NULL,1.0000
194,100000158,250,banktransfer,198249.00,0.00,NULL,NULL,2017-08-11,NULL,1303,NULL,NULL,0,NULL,1.0000
195,200093,2552,banktransfer,222930.00,0.00,NULL,NULL,2017-08-11,NULL,2127,NULL,NULL,0,NULL,1.0000
196,200093,2552,banktransfer,159579.00,0.00,NULL,NULL,2017-08-11,NULL,2128,NULL,NULL,0,NULL,1.0000
197,200302,1853,banktransfer,59600.00,0.00,NULL,NULL,2017-08-11,NULL,1470,NULL,NULL,0,NULL,1.0000
198,200093,2552,banktransfer,177022.00,0.00,NULL,NULL,2017-08-11,NULL,2129,NULL,NULL,0,NULL,1.0000
199,200348,1900,banktransfer,57288.00,0.00,NULL,NULL,2017-08-11,NULL,1472,NULL,NULL,0,NULL,1.0000
200,200347,1899,banktransfer,2992.00,0.00,NULL,NULL,2017-08-11,NULL,1473,NULL,NULL,0,NULL,1.0000
201,200345,1897,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1474,NULL,NULL,0,NULL,1.0000
202,200435,1984,banktransfer,9563.00,0.00,NULL,NULL,2017-08-11,NULL,1553,NULL,NULL,0,NULL,1.0000
203,200315,1866,,982.00,0.00,NULL,2017-11-30,2017-08-11,NULL,1476,,NULL,0,,1.0000
204,200029,1591,banktransfer,59850.00,0.00,NULL,NULL,2017-08-11,NULL,1477,NULL,NULL,0,NULL,1.0000
205,200322,1874,banktransfer,70206.00,0.00,NULL,NULL,2017-08-11,NULL,1478,NULL,NULL,0,NULL,1.0000
206,200439,1988,banktransfer,16656.00,0.00,NULL,NULL,2017-08-11,NULL,1546,NULL,NULL,0,NULL,1.0000
207,200338,1889,banktransfer,1497813.00,0.00,NULL,NULL,2017-08-11,NULL,1481,NULL,NULL,0,NULL,1.0000
208,200339,1890,banktransfer,1515100.00,0.00,NULL,NULL,2017-08-11,NULL,1482,NULL,NULL,0,NULL,1.0000
209,200335,1886,,1.00,0.00,NULL,2017-11-30,2017-08-11,NULL,1483,1,NULL,0,,1.0000
210,200370,1922,banktransfer,43831.00,0.00,NULL,NULL,2017-08-11,NULL,1484,NULL,NULL,0,NULL,1.0000
211,200068,1629,banktransfer,9210.00,0.00,NULL,NULL,2017-08-11,NULL,1485,NULL,NULL,0,NULL,1.0000
212,200092,1650,banktransfer,524.00,0.00,NULL,NULL,2017-08-11,NULL,1486,NULL,NULL,0,NULL,1.0000
213,200279,1830,banktransfer,24921.00,0.00,NULL,NULL,2017-08-11,NULL,1487,NULL,NULL,0,NULL,1.0000
214,200319,1871,banktransfer,10500.00,0.00,NULL,NULL,2017-08-11,NULL,1489,NULL,NULL,0,NULL,1.0000
215,200305,1856,banktransfer,121.00,0.00,NULL,NULL,2017-08-11,NULL,1490,NULL,NULL,0,NULL,1.0000
216,200321,1873,banktransfer,334.00,0.00,NULL,NULL,2017-08-11,NULL,1491,NULL,NULL,0,NULL,1.0000
217,200324,1876,,2519.00,0.00,NULL,2017-11-30,2017-08-11,NULL,1494,34,NULL,0,NULL,1.0000
218,200367,1919,banktransfer,0.00,0.00,NULL,NULL,2017-08-11,NULL,1496,NULL,NULL,0,NULL,1.0000
