SalesInvoice id,Sales Order ID,Invoice number,SKU,State,product_id,description,qty,Price,tax code,row_total,tax amount,row_total_incl_tax,order_id,bill_from,created_by_id,updated_by_id,created_at,updated_at,legacy_id,is_legacy,status,report_total,remark,MIS date,Delivery Date,POD Attachment,Billing address id,Shipping address id,Old invoice number,payment status,due date,delivery completed,delay reason,is manual closed,Project code
43943,43796,221010980,BM9H6R5D,206,108873,Clean Room Fixture 25/30 Watt Flameproof,6,7050,28687,42300,7614,49914,221110800,31,,,2022-08-03,,,,,,,3-August-22,,,A217104,A217104,,,,,,,82080
,10200100,20210001,BM1G0R0,,,Hiclean L - Sgp 30 Ltrs drum,240,250.00,,"60,000","10,800","70,800",10200100,2,,,3-April-18,,,,,,,31-May-18,,,5149,5149,,,,,,,18389
,99999095,207100003,BM9M6Q2,,,"SOCKET  17/25X6,5 – (MOQ: -10 Qty)",10,54.00,,540,97,637,99999095,20,,,3-Apr-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,16186
,10300079,207100004,BM9N4G9,,,22210K bearing,2,"4,480.00",,"8,960","1,613","10,573",10300079,20,,,3-Apr-18,,,,,,,7-Jun-18,,,1139,1139,,,,,,,18522
,10300079,207100004,BM9N4W4,,,H 310 Sleeve SKF SIBCO,2,902.00,,"1,804",325,"2,129",10300079,20,,,3-Apr-18,,,,,,,7-Jun-18,,,1139,1139,,,,,,,18522
,10300079,207100004,BM9N4U3,,,SNH 510 TL  Pedestal  SKF SIBCO,2,"1,392.00",,"2,784",501,"3,285",10300079,20,,,3-Apr-18,,,,,,,7-Jun-18,,,1139,1139,,,,,,,18522
,99999044,207100002,BM9H5Q1,,,"Carbon Dioxide, Per Cylinder 30 kg",720,42.11,,"30,319","5,457","35,777",99999044,20,,,3-Apr-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,17982
,99999094,207100005,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999094,20,,,3-Apr-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,12624
,99999094,207100006,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999094,20,,,3-Apr-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,12624
,99999076,20210002,BM9A4B2,,,MANN Spin-On Oil Filter - W712,30,444.00,,"13,320","2,398","15,718",99999076,2,,,3-April-18,,,,,,,31-May-18,,,1460,1460,,,,,,,10831
,99999017,20710013,BM9L5K6,,,LOCTITE 577,6,568.70,,"3,412",614,"4,026",99999017,20,,,4-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,15693
,99999096,20710011,BM9L8G8,,,TA 6000 rotor assembly service charges per day,1,"18,360.00",,"18,360","3,305","21,665",99999096,20,,,4-Apr-18,,,,,,,4-Jun-18,,,1139,1766,,,,,,,16185
,10300083,20710010,BM9L8G8,,,TA 6000 rotor assembly service charges per day,2,"18,360.00",,"36,720","6,610","43,330",10300083,20,,,4-Apr-18,,,,,,,5-Jun-18,,,1139,1766,,,,,,,18839
,10210009,20210004,BM9N9E8,,,"CYG-CYOO97CPMOL,MOLECULE WHT IPHONE 4 SILICONE","2,881",665.22,,"1,916,499","344,970","2,261,469",10210009,2,,,4-Apr-18,,,,,,,1-Jun-18,,,1800,1800,,,,,,,19231
,2003400,20710012,BM9M4Y4,,,Qualfast Socket head screw QFT-610 1035T,200,154.59,,"30,918","5,565","36,483",2003400,20,,,4-Apr-18,,,,,,,2-Jun-18,,,5134,5134,,,,,,,16942
,10300088,20710009,BM9N5K1,,,UNIQUE SOLDER WIRE GRADE 60/40... SWG 18-20 50GMS,20,116.67,,"2,333",420,"2,753",10300088,20,,,4-Apr-18,,,,,,,14-Jun-18,,,1139,1766,,,,,,,18855
,10200165,20210003,BM9N4C2,,,"BULK MRO APPROVED Slotted Specimen Stub,12.5 mm Aluminium Pin Stub with Slot, Two Grub ScrewAGG301D",10,"1,145.05",,"11,451","2,061","13,512",10200165,2,,,4-Apr-18,,,,,,,2-Jun-18,,,1224,1224,,,,,,,18565
,99999094,207100007,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999094,20,,,4-Apr-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,12624
,99999094,207100008,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999094,20,,,4-Apr-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,12624
,99999040,20710014,BMC7A4H,,,"ANSELL Nitrile Disposable Gloves Powder Free ,M 92-600","1,400",5.50,,"7,700","1,386","9,086",99999040,20,,,4-Apr-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,18125
,99999089,20710018,BM3X4Z4,,,"Ansell Hand Safety Gloves, Cut level 3",100,185.00,,"18,500",925,"19,425",99999089,20,,,4-April-18,,,,,,,31-May-18,,,1219,1219,,,,,,,18465
,10200199,20210005,BM9N6Q9,,,Energy Meter Model No. EM6400,2,"8,217.39",,"16,435","2,958","19,393",10200199,2,,,4-Apr-18,,,,,,,1-Jun-18,,,2389,2389,,,,,,,18676
,10300032,20710015,BM4H8M3,,,MSA Safety Helmet with Chinstrap & Push Key Suspension - V GUARD,10,450.00,,"4,500",810,"5,310",10300032,20,,,4-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,18412
,10300032,20710016,BM4H8M3,,,MSA Safety Helmet with Chinstrap & Push Key Suspension - V GUARD,10,450.00,,"4,500",810,"5,310",10300032,20,,,4-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,18412
,10300078,20710017,BM9N7F8,,,Unicare Face shield UEE 111 - 14.5 inch,5,260.00,,"1,300",234,"1,534",10300078,20,,,4-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,18814
,10200182,20210006,BM9L3S4,,,FLOW CONTROL VALVE 350 BAR,5,889.55,,"4,448",801,"5,248",10200182,2,,,5-Apr-18,,,,,,,1-Jun-18,,,1436,1436,,,,,,,18088
,10200182,20210006,BM9N2M4,,,SOLENOID CONTROLLED RELIEF VALVE,2,"7,267.35",,"14,535","2,616","17,151",10200182,2,,,5-Apr-18,,,,,,,1-Jun-18,,,1436,1436,,,,,,,18088
,10200122,20210007,BM9N2Z7,,,ARGON GAS CYLINDER REGULATOR WITH FLOW METER,4,"1,500.00",,"6,000","1,080","7,080",10200122,2,,,5-Apr-18,,,,,,,1-Jun-18,,,1460,1460,,,,,,,18188
,99999035,20210014,BM3D7A5,,,"EXPERT Ratcheting Wrench, 30mm - E117374",1,"3,508.86",,"3,509",632,"4,140",99999035,2,,,6-Apr-18,,,,,,,2-Jun-18,,,2593,2593,,,,,,,16033
,99999035,20210014,BM9L9F7,,,Polish paper rough grade(120),20,30.40,,608,109,717,99999035,2,,,6-Apr-18,,,,,,,2-Jun-18,,,2593,2593,,,,,,,16033
,10200074,20210016,BM9M8Q1,,,ENDLESS POLYESTER ROUND SLING SWL 6 TON X 6 METER,2,"2,341.18",,"4,682",562,"5,244",10200074,2,,,6-Apr-18,,,,,,,2-Jun-18,,,2593,2593,,,,,,,17305
,10200074,20210016,BM9M8Q2,,,"FERRETERRO Endless Polyester Round Sling, Capacity 2 Ton, Length 1 Mtr",2,952.94,,"1,906",343,"2,249",10200074,2,,,6-Apr-18,,,,,,,2-Jun-18,,,2593,2593,,,,,,,17305
,10200074,20210016,BM9M8Q3,,,"FERRETERRO Endless Polyester Round Sling, Capacity 4 Ton, Length 1 Mtr",2,"2,176.47",,"4,353",784,"5,136",10200074,2,,,6-Apr-18,,,,,,,2-Jun-18,,,2593,2593,,,,,,,17305
,10200074,20210016,BM9M8Q4,,,FERRETERRO 2 Legged Polyester Webbing Sling With Oblong Link At Top And Eye Self Locking(S,2,"2,347.06",,"4,694",845,"5,539",10200074,2,,,6-Apr-18,,,,,,,2-Jun-18,,,2593,2593,,,,,,,17305
,10200074,20210016,BM9M8Q5,,,FERRETERRO 2 Legged Polyester Webbing Sl-BM9M8Q5,2,"2,529.41",,"5,059",911,"5,969",10200074,2,,,6-Apr-18,,,,,,,2-Jun-18,,,2593,2593,,,,,,,17305
,99999032,20210011,BM9M9W4,,,"Flexible magnet lifter, 510mm, ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â¹Ãƒâ€¦Ã¢â‚¬Å“head=19mm",1,"2,850.00",,"2,850",513,"3,363",99999032,2,,,6-Apr-18,,,,,,,1-Jun-18,,,2798,2798,,,,,,,16665
,10200214,20210021,BM9M9Q2,,,Automatic High Temperature Breaker System with Accessories,1,"16,526.32",,"16,526","2,975","19,501",10200214,2,,,6-Apr-18,,,,,,,1-Jun-18,,,1224,1224,,,,,,,18734
,10200164,20210022,BM9N5D7,,,"SS CHUCK Non magnetic SS316 FOOD GRADE, Ø240X12 DEEP 2 sides welding with clamp",1,"20,578.95",,"20,579","3,704","24,283",10200164,2,,,6-Apr-18,,,,,,,1-Jun-18,,,1224,1224,,,,,,,18606
,10400025,21010001,BM9K5N6,,,iBall Pulse BT4,3,692.00,,"2,076",374,"2,450",10400025,11,,,6-Apr-18,,,,,,,2-Jun-18,,,4763,4764,,,,,,,18801
,10200042,20210010,BM9M9G2,,,"Anti-Theft Shower Aerator With Shell-24M,Flow Rate: 3LPM [Litres Per Minute]",30,208.34,,"6,250","1,125","7,375",10200042,2,,,6-April-18,,,,,,,31-May-18,,,1440,1439,,,,,,,17881
,10200093,20210012,BM9L9K6,,,Between Centre 500 mm Height of centre 200 mm.Grade:1 w/o gear tester,1,"34,883.72",,"34,884","6,279","41,163",10200093,2,,,6-Apr-18,,,,,,,1-Jun-18,,,2593,2593,,,,,,,16261
,10200105,20210023,BM9M9K2,,,"Silicone Rubber( high temperature) with 5ply Meta Aramid, Wall Thickness 5± 0.5mm, 2 Hump",10,"5,020.00",,"50,200","9,036","59,236",10200105,2,,,6-Apr-18,,,,,,,1-Jun-18,,,2593,2593,,,,,,,16273
,10200074,20210016,BM9M8P9,,,ENDLESS POLYESTER ROUND SLING SWL 4 TON X 6 METER,2,"1,805.88",,"3,612",433,"4,045",10200074,2,,,6-Apr-18,,,,,,,2-Jun-18,,,2593,2593,,,,,,,17305
,10200178,20210018,BM9N2F8,,,¾  Impact Wrench Standard,1,"31,475.18",,"31,475","5,666","37,141",10200178,2,,,6-Apr-18,,,,,,,2-Jun-18,,,1436,1436,,,,,,,18260
,2001658,20210015,BM9J2Q7,,,"BULK MRO APPROVED S.S. Hastealloy C-276 Attritor Machine, Size of Machine 15-20 Kg. batch,",1,"582,010.58",,"582,011","104,762","686,772",2001658,2,,,6-Apr-18,,,,,,,1-Jun-18,,,1796,1796,,,,,,,10309
,2001658,20210015,BM9J2Q8,,,1mm Mesh with body MOC Hastealloy C 276,1,"38,095.24",,"38,095","6,857","44,952",2001658,2,,,6-Apr-18,,,,,,,1-Jun-18,,,1796,1796,,,,,,,10309
,2001658,20210015,BM9J2Q9,,,Container to hold the Material.,1,"38,095.24",,"38,095","6,857","44,952",2001658,2,,,6-Apr-18,,,,,,,1-Jun-18,,,1796,1796,,,,,,,10309
,10200190,20210017,BM9N6J9,,,MB36KD benzil torch 3 meter (014.023k),5,"5,200.00",,"26,000","4,680","30,680",10200190,2,,,6-Apr-18,,,,,,,1-Jun-18,,,4074,4074,,,,,,,18671
,10300061,20710021,BM9H2D3,,,"BULK MRO APPROVED IR Logo Reflective Jacket, Colour Green",100,130.00,,"13,000",650,"13,650",10300061,20,,,6-Apr-18,,,,,,,2-Jun-18,,,1139,1139,,,,,,,18207
,10300043,20710022,BM9M9Y7,,,"SHANTHI Worm Gearbox - SAU-287, i-15:1, U/R",1,"16,000.00",,"16,000","4,480","20,480",10300043,20,,,6-Apr-18,,,,,,,2-Jun-18,,,1139,1139,,,,,,,18484
,10200179,20210009,BM9N3S5,,,Electronic magnetic sensor with M8 connector and wire length 30cm,4,"4,753.76",,"19,015","3,423","22,438",10200179,2,,,6-Apr-18,,,,,,,2-Jun-18,,,1460,1460,,,,,,,18510
,10300055,20710020,BM0Z1F2,,,Three point Ended (TCRB T2) totem burr wheel,100,419.00,,"41,900","7,542","49,442",10300055,20,,,6-April-18,,,,,,,31-May-18,,,1219,1219,,,,,,,18592
,2003414,20210019,BM9F3Z5,,,LOCTITE- 401 Surface Insensitive Instant Adhesive - 20 gm (Begins to Harden 3-10 Seconds),50,298.00,,"14,900","2,682","17,582",2003414,2,,,6-Apr-18,,,,,,,1-Jun-18,,,1695,1695,,,,,,,17619
,99999042,20210020,BM9G8E5,,,Arm Sleeves - Century sleeve - Black (70% M Size and 30% L Size),100,164.00,,"16,400",820,"17,220",99999042,2,,,6-Apr-18,,,,,,,4-Jun-18,,,1695,1695,,,,,,,10386
,10200198,20210013,BM9M8Q9,,,Unmanaged Switch 16-Port,1,"2,800.00",,"2,800",504,"3,304",10200198,2,,,6-Apr-18,,,,,,,15-Jun-18,,,1610,1610,,,,,,,18784
,10300070,20710023,BM00043,,,Programming Charge for Emerson CT make 10nos. Logicstick.,1,"4,210.00",,"4,210",758,"4,968",10300070,20,,,7-April-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,18755
,10300070,20710023,BM00008,,,To and Fro Charges of Engineer,1,842.00,,842,152,994,10300070,20,,,7-April-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,18755
,99999052,20710035,BM9L9L4,,,PRIMARY ISOL. VALVE DN8 -Shut-off valve PN400 DN8 st.st.with internal stem thread inlet: b,8,"12,555.00",,"100,440","18,079","118,519",99999052,20,,,7-April-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,16186
,10610006,20710024,BM9G6G5,,,EMERSON Logic Stick for Commander SK Drive,10,"3,780.00",,"37,800","6,804","44,604",10610006,20,,,7-April-18,,,,,,,7-Jun-18,,,1219,1219,,,,,,,18911
,10910001,21010002,BM9H5W3,,,Pool Feed Lower Roller,3,"2,428.33",,"7,285","1,311","8,596",10910001,11,,,7-April-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010002,BM9H5W7,,,Cutter Tension Spring Hook,4,256.92,,"1,028",185,"1,213",10910001,11,,,7-April-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010002,BM9H5W8,,,Feed Shooter 9mm,3,"4,436.00",,"13,308","2,395","15,703",10910001,11,,,7-April-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010002,BM9H5X3,,,Upper Arch Flap,6,"1,498.00",,"8,988","1,618","10,606",10910001,11,,,7-April-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010002,BM9H5X4,,,Side Arch Flap,6,"1,248.00",,"7,488","1,348","8,836",10910001,11,,,7-April-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5W2,,,Upper Pool Feed Roller and Shaft,5,"3,880.00",,"19,400","3,492","22,892",10910001,11,,,7-April-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5W3,,,Pool Feed Lower Roller,2,"2,428.33",,"4,857",874,"5,731",10910001,11,,,7-Apr-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5W4,,,Tension Jaw Complete,3,"1,664.00",,"4,992",899,"5,891",10910001,11,,,7-Apr-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5W5,,,Lower Cutter,4,"2,250.00",,"9,000","1,620","10,620",10910001,11,,,7-Apr-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5W6,,,Upper Cutter,4,"5,423.08",,"21,692","3,905","25,597",10910001,11,,,7-Apr-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5W9,,,Upper Feed Roller 9mm,4,"2,520.00",,"10,080","1,814","11,894",10910001,11,,,7-Apr-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5X1,,,Feed Roller,4,"4,656.00",,"18,624","3,352","21,976",10910001,11,,,7-Apr-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5X2,,,Heater Set,2,"4,620.00",,"9,240","1,663","10,903",10910001,11,,,7-Apr-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10910001,21010003,BM9H5X5,,,Arch Flap Spring,5,100.00,,500,90,590,10910001,11,,,7-Apr-18,,,,,,,2-Jun-18,,,3526,3526,,,,,,,19206
,10200125,20210024,BM9M9A9,,,LOCKOUT BARRICADING SYSTEM - 2 POLE WITH SIGN,1,"2,186.84",,"2,187",394,"2,580",10200125,2,,,9-Apr-18,,,,,,,2-Jun-18,,,5149,5149,,,,,,,17768
,10200130,20210026,BM9N3Q5,,,"Copper wire PU Transparent Hose Diameter 8"" inch 0.4 mm Thickness",15,"1,200.00",,"18,000","3,240","21,240",10200130,2,,,9-Apr-18,,,,,,,1-Jun-18,,,1448,1448,,,,,,,18489
,10300087,20710026,BM9N5G1,,,SOLDRON MAKE 15 WATT/230VAC SOLDERING INRON SL15A,3,316.67,,950,171,"1,121",10300087,20,,,9-Apr-18,,,,,,,2-Jun-18,,,1139,1766,,,,,,,18855
,10300087,20710026,BM9N5F2,,,SOLDRON MAKE DESOLDERING PUMP (FULL METAL BODY),3,205.36,,616,111,727,10300087,20,,,9-Apr-18,,,,,,,2-Jun-18,,,1139,1766,,,,,,,18855
,10610002,20710027,BM9M7Q8,,,Self-ink stamp,8,357.14,,"2,857",800,"3,657",10610002,20,,,9-Apr-18,,,,,,,2-Jun-18,,,1139,1139,,,,,,,17598
,10610003,20710028,BM9N9C1,,,"Cable tie 250mm white, w- 4.8",508,66.00,,"33,528","6,035","39,563",10610003,20,,,9-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,19203
,10210033,20210025,BM3C7W6,,,"Robotic dial stand, Part no:- 7012-10",2,"3,500.00",,"7,000","1,260","8,260",10210033,2,,,9-Apr-18,,,,,,,2-Jun-18,,,5009,5009,,,,,,,18086
,10210033,20210025,BM9N2C1,,,"Level indicator, Length - 350 mm, Part No:OLI 350-1-L-K",2,"1,800.00",,"3,600",648,"4,248",10210033,2,,,9-Apr-18,,,,,,,2-Jun-18,,,5009,5009,,,,,,,18086
,10210033,20210025,BM9N1S8,,,"Open end Spanner set, 6-32 size ( Set No. 12/100 M )",2,350.00,,700,126,826,10210033,2,,,9-Apr-18,,,,,,,2-Jun-18,,,5009,5009,,,,,,,18086
,10210033,20210025,BM9N2B3,,,"Combination of open and ring end spanner set, 6-32 size ( Set No. 14/24M )",2,"1,706.00",,"3,412",614,"4,026",10210033,2,,,9-Apr-18,,,,,,,2-Jun-18,,,5009,5009,,,,,,,18086
,10210033,20210025,BM9N1N1,,,"hydraulic pipe bending tool with hinged frame Model No. P-213A , ms formers",1,"15,000.00",,"15,000","2,700","17,700",10210033,2,,,9-Apr-18,,,,,,,2-Jun-18,,,5009,5009,,,,,,,18086
,10300072,20710025,BM9J5Z7,,,BULK MRO APPROVED Inserts for the Bull Nose Cutter - RDHX 0802M4EN-M31  CTC5235,100,664.00,,"66,400","11,952","78,352",10300072,20,,,9-Apr-18,,,,,,,15-Jun-18,,,1219,1219,,,,,,,18737
,99999050,20610002,BM9C4Z8,,,Yellow colour  RAL No.1018 Zinc,20,249.00,,"4,980","1,394","6,374",99999050,20,,,9-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,11032
,10210033,20210025,BM9N1F9,,,"27"" Roller Cabinet - 7 Drawer",1,"26,500.00",,"26,500","4,770","31,270",10210033,2,,,9-Apr-18,,,,,,,2-Jun-18,,,5009,5009,,,,,,,18086
,10200233,20210030,BM00008,,,Freight,1,500.00,,500,140,640,10200233,2,,,10-Apr-18,,,,,,,2-Jun-18,,,5062,1230,,,,,,,18747
,99999026,20710034,BM1A8F4,,,"Liberty Safety Shoes, Warrior, 7198-01, Size 8",1,"1,200.00",,"1,200",216,"1,416",99999026,4,,,10-Apr-18,,,,,,,6-Jun-18,,,1219,1219,,,,,,,18352
,10200136,20210029,BM9D3V6,,,"DIAMOND Nitrile Non Latex Gloves, Textured Finish on Finger, Puncture Resisitance","20,000",2.25,,"45,000","5,400","50,400",10200136,2,,,10-Apr-18,,,,,,,1-Jun-18,,,3857,3857,,,,,,,18518
,10200229,20210032,BM9N7Z1,,,Family Gift with wrap,40,240.00,,"9,600","1,728","11,328",10200229,2,,,10-Apr-18,,,,,,,1-Jun-18,,,5062,1230,,,,,,,18841
,10200229,20210032,BM9N8E8,,,"Tree plantation( sand vase, seeds and stone)",40,130.00,,"5,200",936,"6,136",10200229,2,,,10-Apr-18,,,,,,,1-Jun-18,,,5062,1230,,,,,,,18841
,10210025,20210035,BM9N8Y7,,,Empress Towels 500 GSM,35,414.89,,"14,521",726,"15,247",10210025,2,,,10-Apr-18,,,,,,,1-Jun-18,,,5139,5139,,,,,,,18461
,10210025,20210035,BM9N9C3,,,Spaces Swift Dry Towels Navy Blue,35,734.04,,"25,691","1,285","26,976",10210025,2,,,10-Apr-18,,,,,,,1-Jun-18,,,5139,5139,,,,,,,18461
,10200233,20210030,BM9N7X4,,,Floor Mat,3,700.00,,"2,100",252,"2,352",10200233,2,,,10-Apr-18,,,,,,,2-Jun-18,,,5062,1230,,,,,,,18747
,10200233,20210030,BM9N8B4,,,Tray to store cups and glasses,2,500.00,,"1,000",180,"1,180",10200233,2,,,10-Apr-18,,,,,,,2-Jun-18,,,5062,1230,,,,,,,18747
,10200233,20210030,BM9N7R9,,,Floor vase with artificial stick,1,"1,200.00",,"1,200",336,"1,536",10200233,2,,,10-Apr-18,,,,,,,2-Jun-18,,,5062,1230,,,,,,,18747
,99999001,20210031,BM9N2P9,,,"Parabond 600 Silicone Sealant,color white-pack size 290ML",5,780.00,,"3,900","1,092","4,992",99999001,2,,,10-Apr-18,,,,,,,1-Jun-18,,,2593,2593,,,,,,,17899
,10200200,20210034,BM9D5C9,,,"SONY Digital Camera, 20 MP 8X Optical Zoom, Carl Zeiss Lens with 16 GB SD Memory Card and",1,"7,180.71",,"7,181","2,011","9,191",10200200,2,,,10-Apr-18,,,,,,,1-Jun-18,,,5085,2593,,,,,,,18547
,10200201,20210027,BM9N4R8,,,"90 A Solid State Relay, Zero Cross, Panel Mount SCR, 660 V ac Maximum Load",4,"12,000.00",,"48,000","8,640","56,640",10200201,2,,,10-Apr-18,,,,,,,2-Jun-18,,,1451,1451,,,,,,,18620
,2002964,20210028,BM9L6S7,,,Semi sealed compressor,1,"122,228.26",,"122,228","22,001","144,229",2002964,2,,,10-Apr-18,,,,,,,1-Jun-18,,,2593,2593,,,,,,,16092
,10400017,21010004,BM9N3C3,,,PROXIMITY S/W OD12MM 10-30VDC,6,781.18,,"4,687",844,"5,531",10400017,11,,,10-Apr-18,,,,,,,2-Jun-18,,,4443,4443,,,,,,,18236
,10400017,21010004,BM9N3D7,,,PROXIMITY S/W OD12MM 10-30VDC.,6,781.18,,"4,687",844,"5,531",10400017,11,,,10-Apr-18,,,,,,,2-Jun-18,,,4443,4443,,,,,,,18236
,10610008,20710030,BM9N5T7,,,M -11 Dark grey primer (FOZDAR) 4 LTR PACK,1,658.49,,658,184,843,10610008,20,,,10-Apr-18,,,,,,,2-Jun-18,,,1139,1139,,,,,,,18645
,10610013,20710033,BM4H8P3,,,3M Eye Protection Safety Goggle with Anti Fog and Anti Scratch Coat - Virtua V3 IN 11852,50,105.00,,"5,250",945,"6,195",10610013,20,,,10-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,18742
,10610009,20710032,BM9E9F8,,,PIDILITE WD-40,250,235.00,,"58,750","10,575","69,325",10610009,20,,,10-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,10491
,10610010,20710036,BM9N9P7,,,CUP,500,5.00,,"2,500",450,"2,950",10610010,20,,,10-Apr-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,19260
,10610010,20710042,BM3X4Z9,,,BULK MRO APPROVED Knitted Cotton Gloves,100,15.00,,"1,500",75,"1,575",10610010,20,,,10-Apr-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,19260
,99999025,20710029,BM00008,,,Freight( transport),1,"5,500.00",,"5,500",990,"6,490",99999025,20,,,10-Apr-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,18715
,99999094,20710037,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999094,20,,,10-Apr-18,,,,,,,2-Jun-18,,,1219,1219,,,,,,,12624
,99999049,20710038,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999049,20,,,10-Apr-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,12624
,99999049,20710039,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999049,20,,,10-Apr-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,12624
,99999049,20710040,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999049,20,,,10-Apr-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,12624
,99999049,20710041,BM9G1U8,,,BULK MRO APPROVED Acetone,20,107.00,,"2,140",385,"2,525",99999049,20,,,10-Apr-18,,,,,,,4-Jun-18,,,1219,1219,,,,,,,12624
,99999025,20710031,BM9H5P9,,,"Hydrogen Commercial, Per Cylinder 7 Cum.",252,147.00,,"37,044","6,668","43,712",99999025,20,,,10-Apr-18,,,,,,,6-Jun-18,,,1219,1219,,,,,,,18715
,99999026,20710034,BM9E5M5,,,"LIBERTY Warrior Safety Shoes, Material Leather, Size 6, Colour Black",1,"1,200.00",,"1,200",216,"1,416",99999026,4,,,10-Apr-18,,,,,,,6-Jun-18,,,1219,1219,,,,,,,18352
,99999026,20710034,BM1A8F3,,,"Liberty Safety Shoes, Warrior, 7198-01, Size 7",1,"1,200.00",,"1,200",216,"1,416",99999026,4,,,10-Apr-18,,,,,,,6-Jun-18,,,1219,1219,,,,,,,18352
,99999026,20710034,BM1A8F5,,,"Liberty Safety Shoes, Warrior, 7198-01, Size 9",1,"1,200.00",,"1,200",216,"1,416",99999026,4,,,10-Apr-18,,,,,,,6-Jun-18,,,1219,1219,,,,,,,18352
,10200237,20210039,BM9J4G8,,,"Instrument Table (Wall Table) Make: Aakar Wall Table having cabinet with metal shutters, s",5,"84,471.27",,"422,356","118,260","540,616",10200237,2,,,11-Apr-18,,,,,,,4-Jun-18,,,2645,3486,,,,,,,8348
,10200237,20210039,BM9J4G9,,,"Antivibration Table Anti vibration table, L=900, W=750, H=900",2,"39,212.04",,"78,424","21,959","100,383",10200237,2,,,11-Apr-18,,,,,,,4-Jun-18,,,2645,3486,,,,,,,8348
,10200237,20210039,BM9J4H2,,,"Double analytcal Table  Make: Aakar   Double Analytical Table having L=2460mm, W=1200mm, H",1,"147,832.66",,"147,833","41,393","189,226",10200237,2,,,11-Apr-18,,,,,,,4-Jun-18,,,2645,3486,,,,,,,8348
,10200237,20210039,BM9J4H9,,,Fume Hood Make: Aakar Fume Hood (with base) Extra Heavy Structure made of 14 Gauge frame and,1,"263,575.13",,"263,575","73,801","337,376",10200237,2,,,11-Apr-18,,,,,,,4-Jun-18,,,2645,3486,,,,,,,8348
,10200237,20210039,BM9J4M4,,,Chemical storage cabinet Make :Aakar Chemical Storage L=900mm x D=450mm x H=1800mm with Fo,4,"82,770.83",,"331,083","92,703","423,787",10200237,2,,,11-Apr-18,,,,,,,4-Jun-18,,,2645,3486,,,,,,,8348
